District,Year,Season,Area (Hectare),Yield (Tonnes/Hectare),Crop,Start_Year,Humidity_Sowing,Humidity_Full,Rainfall_Sowing,Rainfall_Full,Max_Temperature_Sowing,Max_Temperature_Full,Min_Temperature_Sowing,Min_Temperature_Full
aligarh, 2005-06,Rabi,215167,3.05,Wheat,2005,8.575,9.82625,0.0,1.7575,48.26,48.26,22.32,2.96
aligarh, 2006-07,Rabi,222714,2.86,Wheat,2006,12.39,10.29416667,2.635,1.318333333,45.72,45.72,25.69,2.96
aligarh, 2007-08,Rabi,215097,3.22,Wheat,2007,12.33,10.22333333,2.635,1.756666667,48.4,48.4,25.75,3.36
aligarh, 2008-09,Rabi,221199,3.39,Wheat,2008,13.61,11.48958333,2.635,2.636666667,45.12,45.75,24.39,3.85
aligarh, 2009-10,Rabi,224169,3.19,Wheat,2009,8.665,10.10833333,0.0,1.756666667,46.76,46.76,25.78,4.55
aligarh, 2010-11,Rabi,221809,3.55,Wheat,2010,8.45,10.75958333,0.0,2.1975,48.02,48.02,26.5,1.08
aligarh, 2011-12,Rabi,217820,3.77,Wheat,2011,12.055,11.19,2.635,2.196666667,46.18,46.18,25.85,1.08
aligarh, 2012-13,Rabi,218374,3.47,Wheat,2012,7.54,9.690416667,0.0,1.7575,48.19,48.19,22.96,1.03
aligarh, 2013-14,Rabi,225289,3.6,Wheat,2013,11.2,11.40083333,2.635,3.075833333,47.65,47.65,23.66,1.03
aligarh, 2014-15,Rabi,223267,2.45,Wheat,2014,8.975,9.361666667,0.0,1.3175,48.9,48.9,25.09,2.65
aligarh, 2015-16,Rabi,216572,3.28,Wheat,2015,9.095,9.4075,2.635,1.756666667,47.24,47.24,24.28,3.9
aligarh, 2016-17,Rabi,218163,3.98,Wheat,2016,11.685,10.17,0.0,1.7575,46.59,46.59,25.01,2.09
aligarh, 2017-18,Rabi,223557,4.3,Wheat,2017,10.775,9.8825,0.0,1.3175,47.23,47.23,24.23,2.09
aligarh, 2018-19,Rabi,221798,4.27,Wheat,2018,10.5,10.74208333,0.0,2.636666667,46.95,46.95,23.74,3.17
aligarh, 2019-20,Rabi,223574,4.12,Wheat,2019,9.22,11.12416667,0.0,1.7575,47.94,47.94,23.5,2.58
aligarh,2020-21,Rabi,223574,4.18,Wheat,2020,12.575,10.33333333,0.0,0.901666667,47.64,47.64,22.65,2.58
aligarh,2021-22,Rabi,232606,4.19,Wheat,2021,13.185,11.3,3.095,2.58875,43.83,46.37,22.19,4.05
allahabad, 2004-05,Rabi,204827,1.79,Wheat,2004,12.145,10.50666667,2.635,1.756666667,47.53,47.53,22.78,5.19
allahabad, 2005-06,Rabi,230058,1.98,Wheat,2005,8.97,10.50541667,2.635,2.196666667,48.58,48.58,22.65,5.38
allahabad, 2006-07,Rabi,208249,2.34,Wheat,2006,12.45,10.69,0.0,0.879166667,47.08,47.08,25.77,5.37
allahabad, 2007-08,Rabi,223737,2.23,Wheat,2007,12.205,10.65458333,0.0,1.3175,48.28,48.28,26.83,3.93
allahabad, 2008-09,Rabi,221972,2.49,Wheat,2008,13.765,11.89,5.275,3.076666667,45.65,46.69,25.12,3.93
allahabad, 2009-10,Rabi,208376,2.14,Wheat,2009,9.55,10.3525,0.0,0.878333333,46.88,46.88,26.25,6.59
allahabad, 2010-11,Rabi,210574,2.47,Wheat,2010,9.645,10.61375,0.0,1.3175,47.71,47.71,26.77,3.46
allahabad, 2011-12,Rabi,216174,2.64,Wheat,2011,12.54,11.59083333,5.275,2.636666667,46.55,46.55,25.72,3.46
allahabad, 2012-13,Rabi,220342,2.49,Wheat,2012,8.305,10.83333333,0.0,2.1975,48.8,48.8,23.98,1.9
allahabad, 2013-14,Rabi,214421,2.44,Wheat,2013,11.595,11.93291667,5.275,2.636666667,48.28,48.28,24.29,1.9
allahabad, 2014-15,Rabi,213258,1.36,Wheat,2014,9.855,10.67375,0.0,1.756666667,49.4,49.4,26.53,4.73
allahabad, 2015-16,Rabi,234879,1.91,Wheat,2015,10.105,10.15541667,2.635,1.3175,48.32,48.32,24.58,4.73
allahabad, 2016-17,Rabi,223336,3.0,Wheat,2016,11.995,11.42833333,0.0,2.636666667,47.05,47.05,26.05,2.32
allahabad, 2017-18,Rabi,210205,3.76,Wheat,2017,10.925,10.74541667,2.635,1.7575,48.87,48.87,25.51,2.32
allahabad, 2018-19,Rabi,210752,3.55,Wheat,2018,11.505,10.96791667,0.0,2.1975,47.81,47.81,25.07,3.7
allahabad, 2019-20,Rabi,210714,2.82,Wheat,2019,9.705,11.96208333,0.0,2.6375,48.44,48.44,25.23,2.74
allahabad,2020-21,Rabi,210752,3.59,Wheat,2020,13.945,11.84333333,5.275,2.201666667,48.29,48.29,23.25,2.74
allahabad,2021-22,Rabi,222277,2.87,Wheat,2021,14.86,11.89333333,4.95,2.7075,43.2,47.42,24.02,4.21
ambedkar nagar, 2004-05,Rabi,118518,2.72,Wheat,2004,12.755,10.75166667,2.635,1.3175,47.44,47.44,20.56,4.73
ambedkar nagar, 2005-06,Rabi,114783,2.98,Wheat,2005,9.215,10.78083333,2.635,2.196666667,47.98,47.98,21.88,4.55
ambedkar nagar, 2006-07,Rabi,114866,2.96,Wheat,2006,14.16,11.425,2.635,1.7575,45.44,45.44,24.93,4.49
ambedkar nagar, 2007-08,Rabi,118472,3.24,Wheat,2007,12.97,11.38916667,0.0,1.7575,46.89,46.89,25.71,4.49
ambedkar nagar, 2008-09,Rabi,119016,3.31,Wheat,2008,14.19,12.24375,5.275,3.515833333,44.66,45.34,24.69,4.58
ambedkar nagar, 2009-10,Rabi,116213,3.13,Wheat,2009,10.83,10.97125,0.0,1.7575,46.52,46.52,24.21,5.19
ambedkar nagar, 2010-11,Rabi,113528,3.35,Wheat,2010,11.075,11.38958333,0.0,1.7575,47.26,47.26,25.92,3.01
ambedkar nagar, 2011-12,Rabi,118006,3.36,Wheat,2011,13.065,11.90166667,2.635,2.636666667,45.48,45.48,25.4,3.01
ambedkar nagar, 2012-13,Rabi,117083,3.34,Wheat,2012,7.965,10.83125,0.0,2.6375,48.61,48.61,24.08,1.24
ambedkar nagar, 2013-14,Rabi,118419,3.44,Wheat,2013,12.085,11.93208333,5.275,2.635833333,46.07,46.07,24.89,1.24
ambedkar nagar, 2014-15,Rabi,120131,2.3,Wheat,2014,10.53,10.93041667,2.635,2.195833333,48.53,48.53,25.36,4.89
ambedkar nagar, 2015-16,Rabi,120248,3.18,Wheat,2015,10.07,10.02458333,2.635,1.3175,48.49,48.49,23.24,4.77
ambedkar nagar, 2016-17,Rabi,119766,3.55,Wheat,2016,12.94,11.46375,2.635,2.196666667,47.08,47.08,26.08,2.96
ambedkar nagar, 2017-18,Rabi,117806,4.11,Wheat,2017,11.965,11.58416667,2.635,3.075833333,47.74,47.74,24.47,2.96
ambedkar nagar, 2018-19,Rabi,119235,4.1,Wheat,2018,12.605,11.57166667,2.635,3.075833333,46.76,46.76,24.23,4.37
ambedkar nagar, 2019-20,Rabi,119046,3.92,Wheat,2019,10.1,12.24916667,0.0,2.636666667,47.92,47.92,24.73,2.87
ambedkar nagar,2020-21,Rabi,119547,3.84,Wheat,2020,14.315,11.9125,2.635,2.214166667,47.75,47.75,22.55,2.87
ambedkar nagar,2021-22,Rabi,123724,3.68,Wheat,2021,15.685,12.65708333,6.075,3.557083333,42.48,45.86,21.81,4.14
amethi, 2010-11,Rabi,83104,2.79,Wheat,2010,9.765,10.77291667,0.0,1.3175,47.47,47.47,26.6,2.42
amethi, 2011-12,Rabi,125328,2.87,Wheat,2011,12.48,11.58125,2.635,2.196666667,46.31,46.31,25.7,2.42
amethi, 2012-13,Rabi,126450,3.06,Wheat,2012,7.935,10.68208333,0.0,2.6375,48.73,48.73,23.33,1.3
amethi, 2013-14,Rabi,127180,2.38,Wheat,2013,11.595,11.79708333,5.275,2.196666667,47.64,47.64,24.57,1.3
amethi, 2014-15,Rabi,95382,1.82,Wheat,2014,9.825,10.46958333,0.0,1.756666667,49.37,49.37,26.3,4.64
amethi, 2015-16,Rabi,93992,2.38,Wheat,2015,9.675,9.776666667,2.635,1.3175,48.43,48.43,23.69,4.67
amethi, 2016-17,Rabi,126984,3.06,Wheat,2016,12.205,11.21375,0.0,2.1975,47.06,47.06,25.82,2.08
amethi, 2017-18,Rabi,128799,3.88,Wheat,2017,10.955,10.87625,0.0,1.318333333,48.74,48.74,25.06,2.08
amethi, 2018-19,Rabi,129363,3.54,Wheat,2018,11.565,11.13875,0.0,2.1975,47.45,47.45,25.36,3.65
amethi, 2019-20,Rabi,126155,3.09,Wheat,2019,9.705,11.97833333,0.0,2.1975,47.92,47.92,25.12,2.23
amethi,2020-21,Rabi,127185,3.88,Wheat,2020,13.735,11.71958333,5.275,2.209583333,48.22,48.22,22.6,2.23
amethi,2021-22,Rabi,138543,3.22,Wheat,2021,14.71,12.03125,4.655,2.905833333,42.6,46.76,23.42,3.56
amroha, 2004-05,Rabi,95068,2.49,Wheat,2004,11.38,9.98375,2.635,1.3175,46.5,46.5,17.51,3.36
amroha, 2005-06,Rabi,87386,2.9,Wheat,2005,8.33,9.670833333,2.635,2.636666667,48.65,48.65,22.65,2.39
amroha, 2006-07,Rabi,89902,3.14,Wheat,2006,11.75,10.21791667,2.635,2.196666667,46.05,46.05,24.89,2.39
amroha, 2007-08,Rabi,92289,3.01,Wheat,2007,12.055,10.18208333,2.635,2.196666667,48.96,48.96,24.93,2.7
amroha, 2008-09,Rabi,94217,3.16,Wheat,2008,13.855,11.30291667,2.635,2.636666667,45.01,45.13,22.83,2.79
amroha, 2009-10,Rabi,97745,2.85,Wheat,2009,8.39,9.724166667,0.0,1.7575,47.26,47.26,24.5,4.2
amroha, 2010-11,Rabi,92023,3.17,Wheat,2010,7.84,10.71916667,0.0,2.6375,48.36,48.36,25.85,-1.35
amroha, 2011-12,Rabi,91042,3.16,Wheat,2011,12.205,11.23,2.635,2.196666667,46.94,46.94,24.69,-1.35
amroha, 2012-13,Rabi,90059,3.21,Wheat,2012,7.51,9.417083333,0.0,1.7575,48.0,48.0,21.74,-0.03
amroha, 2013-14,Rabi,92633,3.29,Wheat,2013,10.805,11.13166667,5.275,3.076666667,48.19,48.19,21.98,-0.03
amroha, 2014-15,Rabi,91563,2.11,Wheat,2014,9.275,9.187083333,0.0,1.097916667,48.26,48.26,22.61,2.07
amroha, 2015-16,Rabi,92461,2.96,Wheat,2015,8.975,8.997083333,0.0,1.097916667,46.62,46.62,22.55,3.49
amroha, 2016-17,Rabi,92704,3.51,Wheat,2016,11.05,9.385,0.0,1.318333333,46.3,46.3,23.9,1.58
amroha, 2017-18,Rabi,90058,3.71,Wheat,2017,10.835,9.464166667,2.635,1.756666667,47.77,47.77,25.08,1.58
amroha, 2018-19,Rabi,88417,3.81,Wheat,2018,10.405,10.41958333,0.0,1.7575,46.73,46.73,23.43,2.01
amroha, 2019-20,Rabi,89939,3.87,Wheat,2019,8.975,10.49083333,0.0,0.878333333,48.37,48.37,22.09,1.64
amroha,2020-21,Rabi,92094,4.02,Wheat,2020,12.055,10.06625,0.0,0.94875,47.65,47.65,23.3,1.64
amroha,2021-22,Rabi,96101,3.95,Wheat,2021,12.42,11.26625,3.14,3.065416667,44.19,46.15,20.98,2.92
auraiya, 2004-05,Rabi,93788,2.51,Wheat,2004,11.17,10.08958333,0.0,1.3175,47.07,47.07,20.52,4.71
auraiya, 2005-06,Rabi,91594,2.92,Wheat,2005,9.035,9.727916667,0.0,1.318333333,48.02,48.02,22.59,4.72
auraiya, 2006-07,Rabi,94498,3.14,Wheat,2006,12.085,10.21416667,2.635,0.878333333,46.94,46.94,25.98,4.72
auraiya, 2007-08,Rabi,94475,3.06,Wheat,2007,12.02,9.810416667,2.635,1.3175,47.78,47.78,26.14,4.01
auraiya, 2008-09,Rabi,98367,3.54,Wheat,2008,13.58,11.4925,2.635,2.636666667,45.38,46.09,24.99,4.01
auraiya, 2009-10,Rabi,99599,2.87,Wheat,2009,8.635,10.11291667,0.0,1.756666667,46.9,46.9,25.89,4.97
auraiya, 2010-11,Rabi,100626,3.75,Wheat,2010,8.97,10.65708333,0.0,1.3175,48.01,48.01,26.46,2.15
auraiya, 2011-12,Rabi,101534,3.85,Wheat,2011,11.935,10.88208333,2.635,1.756666667,47.33,47.33,26.57,1.58
auraiya, 2012-13,Rabi,103644,3.63,Wheat,2012,8.145,9.73,0.0,1.7575,48.98,48.98,22.99,1.17
auraiya, 2013-14,Rabi,104354,3.81,Wheat,2013,11.23,11.23708333,2.635,2.196666667,48.2,48.2,24.48,1.17
auraiya, 2014-15,Rabi,104341,2.26,Wheat,2014,9.25,9.807083333,0.0,1.3175,49.37,49.37,25.56,3.43
auraiya, 2015-16,Rabi,108461,3.08,Wheat,2015,9.49,9.564166667,0.0,1.3175,47.33,47.33,24.61,3.95
auraiya, 2016-17,Rabi,99678,4.02,Wheat,2016,11.595,10.225,0.0,1.318333333,47.47,47.47,26.01,2.63
auraiya, 2017-18,Rabi,102134,3.88,Wheat,2017,10.685,9.74875,0.0,0.878333333,47.76,47.76,23.72,2.63
auraiya, 2018-19,Rabi,101049,4.14,Wheat,2018,10.745,10.66541667,0.0,2.1975,47.25,47.25,24.87,2.89
auraiya, 2019-20,Rabi,102910,3.88,Wheat,2019,9.495,11.44166667,0.0,1.7575,48.67,48.67,24.44,2.63
auraiya,2020-21,Rabi,102110,4.15,Wheat,2020,12.145,10.51875,0.0,0.889583333,47.44,47.44,23.64,2.63
auraiya,2021-22,Rabi,105757,3.97,Wheat,2021,12.94,11.37833333,2.33,2.519166667,44.64,47.0,22.61,3.65
azamgarh, 2004-05,Rabi,223364,2.12,Wheat,2004,12.88,10.69875,2.635,1.3175,47.32,47.32,20.72,5.06
azamgarh, 2005-06,Rabi,222018,2.4,Wheat,2005,9.245,10.80583333,0.0,1.758333333,48.08,48.08,22.38,4.83
azamgarh, 2006-07,Rabi,221335,2.45,Wheat,2006,14.435,11.615,2.635,2.196666667,45.09,45.09,24.79,4.37
azamgarh, 2007-08,Rabi,229059,2.59,Wheat,2007,13.305,11.67083333,0.0,2.1975,46.92,46.92,25.73,4.31
azamgarh, 2008-09,Rabi,231715,2.73,Wheat,2008,14.22,12.30583333,5.275,3.515833333,44.35,45.48,24.83,4.31
azamgarh, 2009-10,Rabi,234688,2.59,Wheat,2009,11.14,10.83875,0.0,1.7575,46.3,46.3,25.32,5.69
azamgarh, 2010-11,Rabi,232647,2.8,Wheat,2010,11.445,11.49,0.0,1.7575,46.94,46.94,26.69,3.08
azamgarh, 2011-12,Rabi,230874,2.89,Wheat,2011,13.49,11.98583333,2.635,2.196666667,45.5,45.5,25.58,3.08
azamgarh, 2012-13,Rabi,235690,2.94,Wheat,2012,8.485,10.7025,0.0,2.1975,48.64,48.64,24.16,1.64
azamgarh, 2013-14,Rabi,232130,3.09,Wheat,2013,12.295,11.82375,5.275,2.635833333,46.12,46.12,24.48,1.64
azamgarh, 2014-15,Rabi,243897,2.12,Wheat,2014,11.08,11.28375,2.635,2.635833333,48.0,48.0,24.48,4.52
azamgarh, 2015-16,Rabi,231153,2.73,Wheat,2015,10.345,10.32833333,2.635,1.7575,48.68,48.68,24.78,4.52
azamgarh, 2016-17,Rabi,231994,3.35,Wheat,2016,12.695,11.68833333,0.0,2.6375,46.67,46.67,25.73,2.62
azamgarh, 2017-18,Rabi,235094,3.44,Wheat,2017,12.025,11.57625,0.0,1.7575,48.02,48.02,24.62,2.62
azamgarh, 2018-19,Rabi,230824,3.69,Wheat,2018,12.785,11.35458333,2.635,2.636666667,46.83,46.83,24.25,4.45
azamgarh, 2019-20,Rabi,232369,3.45,Wheat,2019,10.19,12.22416667,0.0,2.636666667,48.2,48.2,25.23,3.0
azamgarh,2020-21,Rabi,240293,3.54,Wheat,2020,14.675,12.28791667,5.275,2.645,47.86,47.86,22.47,3.0
azamgarh,2021-22,Rabi,244953,3.47,Wheat,2021,16.115,12.79458333,7.36,3.4875,42.59,45.87,23.43,3.74
baghpat, 2004-05,Rabi,57480,3.56,Wheat,2004,11.2,9.628333333,2.635,1.7575,45.86,45.86,17.28,3.6
baghpat, 2005-06,Rabi,57683,3.27,Wheat,2005,8.27,9.429583333,0.0,1.7575,48.63,48.63,22.8,2.13
baghpat, 2006-07,Rabi,56458,4.03,Wheat,2006,11.6,10.15416667,2.635,2.41625,46.05,46.05,24.97,2.13
baghpat, 2007-08,Rabi,56669,3.36,Wheat,2007,11.72,9.929166667,2.635,2.41625,49.13,49.13,24.08,2.14
baghpat, 2008-09,Rabi,56176,3.8,Wheat,2008,14.1,11.05041667,5.27,2.635833333,44.86,44.86,22.36,2.14
baghpat, 2009-10,Rabi,56057,3.63,Wheat,2009,8.3,9.323333333,0.0,1.3175,47.4,47.4,24.09,3.96
baghpat, 2010-11,Rabi,55863,4.12,Wheat,2010,7.995,10.55583333,0.0,2.6375,48.45,48.45,24.04,-1.64
baghpat, 2011-12,Rabi,54923,4.24,Wheat,2011,12.33,11.00375,2.635,1.756666667,46.9,46.9,23.78,-1.64
baghpat, 2012-13,Rabi,53718,4.45,Wheat,2012,7.505,9.264583333,0.0,1.977083333,47.7,47.7,21.07,-0.13
baghpat, 2013-14,Rabi,55347,4.5,Wheat,2013,10.56,10.83916667,2.635,2.85625,48.14,48.14,21.6,-0.13
baghpat, 2014-15,Rabi,51752,3.39,Wheat,2014,9.61,9.147083333,0.0,1.097916667,48.25,48.25,21.17,2.4
baghpat, 2015-16,Rabi,52596,4.14,Wheat,2015,9.065,9.150833333,2.635,1.977083333,46.3,46.3,21.83,3.34
baghpat, 2016-17,Rabi,53849,4.74,Wheat,2016,11.14,9.152083333,0.0,1.318333333,47.07,47.07,23.66,1.1
baghpat, 2017-18,Rabi,56716,4.43,Wheat,2017,10.74,9.266666667,2.635,1.756666667,48.35,48.35,24.31,1.1
baghpat, 2018-19,Rabi,54904,4.56,Wheat,2018,10.435,10.26666667,0.0,1.7575,46.39,46.39,23.47,2.03
baghpat, 2019-20,Rabi,55446,4.52,Wheat,2019,8.725,10.3525,0.0,0.878333333,48.19,48.19,22.05,1.9
baghpat,2020-21,Rabi,55427,4.57,Wheat,2020,11.96,10.14583333,0.0,1.3775,47.31,47.31,22.66,1.9
baghpat,2021-22,Rabi,57237,4.55,Wheat,2021,11.96,11.11,3.45,3.142916667,44.19,45.87,20.29,3.39
bahraich, 2004-05,Rabi,154736,2.46,Wheat,2004,12.725,10.87541667,5.275,2.636666667,46.37,46.37,18.34,4.01
bahraich, 2005-06,Rabi,154225,2.4,Wheat,2005,9.52,10.78791667,2.635,2.196666667,47.48,47.48,21.01,4.32
bahraich, 2006-07,Rabi,153196,2.64,Wheat,2006,14.345,11.53958333,5.275,2.417083333,44.24,44.24,24.36,3.91
bahraich, 2007-08,Rabi,151961,2.75,Wheat,2007,13.275,11.35958333,2.635,2.85625,45.9,45.9,24.58,3.91
bahraich, 2008-09,Rabi,155561,2.83,Wheat,2008,14.31,12.11458333,5.275,3.955833333,44.4,45.61,24.29,4.33
bahraich, 2009-10,Rabi,157487,2.6,Wheat,2009,10.405,10.92875,0.0,2.636666667,46.23,46.23,24.29,4.31
bahraich, 2010-11,Rabi,159722,2.9,Wheat,2010,10.53,11.42166667,0.0,2.6375,46.98,46.98,24.98,2.22
bahraich, 2011-12,Rabi,152855,3.07,Wheat,2011,12.695,11.835,5.275,3.515833333,45.33,45.33,25.54,2.22
bahraich, 2012-13,Rabi,160153,2.84,Wheat,2012,7.725,10.66666667,0.0,2.857083333,48.17,48.17,23.96,1.15
bahraich, 2013-14,Rabi,167831,3.23,Wheat,2013,12.235,12.08458333,7.91,4.174583333,46.02,46.02,23.1,1.15
bahraich, 2014-15,Rabi,165865,2.38,Wheat,2014,10.16,10.77291667,2.635,2.41625,48.43,48.43,25.12,4.33
bahraich, 2015-16,Rabi,183146,2.66,Wheat,2015,10.255,10.11958333,2.635,1.537083333,47.85,47.85,21.59,4.01
bahraich, 2016-17,Rabi,159626,3.16,Wheat,2016,13.305,11.2075,5.27,3.514166667,46.83,46.83,24.73,3.01
bahraich, 2017-18,Rabi,167795,3.75,Wheat,2017,12.33,11.3125,2.635,3.075833333,46.87,46.87,24.86,3.01
bahraich, 2018-19,Rabi,160300,3.79,Wheat,2018,12.235,11.53541667,2.635,4.393333333,46.99,46.99,24.12,4.06
bahraich, 2019-20,Rabi,157415,3.06,Wheat,2019,10.19,12.07583333,2.635,3.515,46.8,46.8,23.73,3.33
bahraich,2020-21,Rabi,161971,3.49,Wheat,2020,14.315,11.48,5.275,2.655833333,46.09,46.09,22.31,3.33
bahraich,2021-22,Rabi,165334,3.52,Wheat,2021,15.32,12.47458333,7.52,4.204583333,42.34,45.3,21.73,4.21
ballia, 2004-05,Rabi,143467,1.83,Wheat,2004,13.395,11.42625,2.635,1.3175,47.05,47.05,20.78,5.14
ballia, 2005-06,Rabi,144385,2.11,Wheat,2005,9.855,10.98083333,0.0,1.318333333,48.07,48.07,22.26,5.56
ballia, 2006-07,Rabi,143467,2.47,Wheat,2006,15.32,12.28708333,2.635,2.196666667,44.96,44.96,24.44,4.35
ballia, 2007-08,Rabi,136262,2.6,Wheat,2007,14.1,12.49958333,2.635,3.515833333,45.55,45.55,26.33,3.79
ballia, 2008-09,Rabi,148282,2.71,Wheat,2008,15.105,12.82041667,7.91,3.515833333,43.81,44.76,25.02,3.79
ballia, 2009-10,Rabi,140294,2.54,Wheat,2009,12.295,11.12833333,0.0,1.7575,46.04,46.19,24.83,6.03
ballia, 2010-11,Rabi,138783,2.93,Wheat,2010,12.725,11.66791667,0.0,1.7575,46.53,46.53,25.83,3.93
ballia, 2011-12,Rabi,139319,3.25,Wheat,2011,14.5,12.23583333,5.275,2.636666667,45.31,45.31,25.64,3.93
ballia, 2012-13,Rabi,135902,3.38,Wheat,2012,9.825,10.93708333,0.0,2.1975,48.06,48.06,24.65,2.22
ballia, 2013-14,Rabi,137861,2.87,Wheat,2013,13.125,11.93541667,5.27,2.195833333,45.98,45.98,23.26,2.22
ballia, 2014-15,Rabi,141821,2.27,Wheat,2014,12.425,11.93458333,0.0,1.7575,46.39,46.39,23.9,4.82
ballia, 2015-16,Rabi,139202,2.71,Wheat,2015,11.385,11.16125,2.635,1.7575,48.24,48.24,25.79,4.82
ballia, 2016-17,Rabi,137665,3.94,Wheat,2016,13.065,11.96583333,0.0,2.1975,46.37,46.37,25.13,2.93
ballia, 2017-18,Rabi,136892,3.62,Wheat,2017,13.06,11.7725,0.0,1.758333333,47.24,47.24,25.37,2.93
ballia, 2018-19,Rabi,136836,3.84,Wheat,2018,13.855,11.31958333,0.0,1.3175,46.05,46.56,24.3,5.3
ballia, 2019-20,Rabi,137020,3.81,Wheat,2019,10.865,12.19958333,0.0,2.1975,48.31,48.31,24.39,3.95
ballia,2020-21,Rabi,137921,3.77,Wheat,2020,14.83,12.67666667,5.275,2.64,48.01,48.01,22.64,3.95
ballia,2021-22,Rabi,142473,3.77,Wheat,2021,16.295,13.02541667,7.52,3.28625,43.83,45.65,24.48,4.89
balrampur, 2004-05,Rabi,82189,2.21,Wheat,2004,12.635,10.80291667,2.635,2.196666667,46.51,46.51,18.47,4.82
balrampur, 2005-06,Rabi,83290,2.22,Wheat,2005,9.4,10.67916667,2.635,2.196666667,47.44,47.44,20.66,4.76
balrampur, 2006-07,Rabi,81219,2.44,Wheat,2006,14.25,11.47208333,2.635,1.977083333,44.13,44.13,24.03,4.31
balrampur, 2007-08,Rabi,83172,3.5,Wheat,2007,13.275,11.31166667,2.635,2.85625,45.04,45.04,24.37,4.17
balrampur, 2008-09,Rabi,87915,2.79,Wheat,2008,14.19,12.01833333,5.275,3.955833333,44.16,45.05,24.18,4.17
balrampur, 2009-10,Rabi,81758,2.89,Wheat,2009,10.495,10.83583333,0.0,2.636666667,45.9,45.9,23.59,5.19
balrampur, 2010-11,Rabi,82877,2.84,Wheat,2010,10.775,11.33083333,0.0,2.1975,46.53,46.53,24.71,2.44
balrampur, 2011-12,Rabi,83270,2.88,Wheat,2011,12.54,11.73666667,5.275,3.515833333,45.08,45.08,25.19,2.44
balrampur, 2012-13,Rabi,87826,2.72,Wheat,2012,7.66,10.69416667,0.0,2.857083333,48.25,48.25,24.21,0.67
balrampur, 2013-14,Rabi,85817,2.76,Wheat,2013,12.175,12.0575,7.91,4.174583333,45.62,45.62,22.35,0.67
balrampur, 2014-15,Rabi,90246,2.1,Wheat,2014,10.16,10.89208333,0.0,1.977083333,47.73,47.73,25.55,3.96
balrampur, 2015-16,Rabi,85833,2.39,Wheat,2015,10.955,10.60541667,2.635,2.417083333,47.4,47.4,21.67,3.89
balrampur, 2016-17,Rabi,87648,2.87,Wheat,2016,13.765,11.54708333,5.27,3.514166667,46.22,46.22,24.86,3.26
balrampur, 2017-18,Rabi,82709,3.65,Wheat,2017,12.815,11.69291667,2.635,3.515,46.13,46.13,23.98,3.26
balrampur, 2018-19,Rabi,85602,3.5,Wheat,2018,13.43,11.79958333,2.635,3.954166667,44.77,44.77,23.25,4.63
