District,Year,Season,Area (Hectare),Yield (Tonnes/Hectare),Crop,Start_Year,Humidity_Sowing,Humidity_Full,Rainfall_Sowing,Rainfall_Full,Max_Temperature_Sowing,Max_Temperature_Full,Min_Temperature_Sowing,Min_Temperature_Full
ambedkar nagar, 2016-17,Kharif,8,0.88,Bajra,2016,18.615,16.1125,7.91,2.635,44.87,33.99,25.23,9.38
ambedkar nagar, 2017-18,Kharif,8,2.0,Bajra,2017,17.855,16.54,10.545,3.955,47.74,34.05,24.69,8.71
ambedkar nagar, 2018-19,Kharif,9,2.11,Bajra,2018,17.945,16.13,7.91,5.2725,45.49,33.67,25.02,11.07
ambedkar nagar, 2019-20,Kharif,9,2.11,Bajra,2019,17.52,17.29,7.91,3.955,47.92,34.41,25.32,12.04
ambedkar nagar,2020-21,Kharif,2,2.5,Bajra,2020,19.93,15.595,7.91,2.635,41.33,34.56,24.08,9.34
ambedkar nagar,2021-22,Kharif,3,2.0,Bajra,2021,20.51,17.2125,8.775,4.69,40.44,33.74,25.27,8.88
amethi, 2010-11,Kharif,550,1.17,Bajra,2010,15.655,16.175,2.635,2.635,47.23,36.26,25.56,10.69
amethi, 2011-12,Kharif,1010,1.9,Bajra,2011,18.34,16.28,5.27,3.955,45.48,33.16,25.48,9.99
amethi, 2012-13,Kharif,486,0.84,Bajra,2012,15.225,15.6725,5.275,5.275,48.73,34.16,25.43,7.74
amethi, 2013-14,Kharif,773,0.95,Bajra,2013,19.195,16.295,7.91,2.635,43.9,33.65,25.3,8.65
amethi, 2014-15,Kharif,159,1.23,Bajra,2014,15.445,13.8225,2.635,3.9525,49.37,39.44,25.61,9.44
amethi, 2015-16,Kharif,213,0.53,Bajra,2015,15.87,12.7275,5.27,1.3175,48.43,39.74,25.0,14.63
amethi, 2016-17,Kharif,418,0.8,Bajra,2016,18.185,15.8525,5.275,3.955,46.34,33.55,25.16,9.82
amethi, 2017-18,Kharif,458,1.97,Bajra,2017,17.395,15.64,5.275,1.3175,48.74,34.28,24.83,8.98
amethi, 2018-19,Kharif,385,2.07,Bajra,2018,17.395,16.0075,5.275,3.955,45.63,33.55,24.86,10.46
amethi, 2019-20,Kharif,426,2.16,Bajra,2019,16.94,17.15,5.275,3.955,47.64,35.08,25.4,12.65
amethi,2020-21,Kharif,396,2.39,Bajra,2020,19.59,15.475,7.91,2.635,41.8,34.24,22.6,9.49
amethi,2021-22,Kharif,433,2.16,Bajra,2021,19.44,16.6475,7.855,3.7525,41.94,34.15,24.94,9.58
amroha, 2004-05,Kharif,4194,0.93,Bajra,2004,15.805,13.0325,5.27,1.3175,46.5,37.42,25.59,11.32
amroha, 2005-06,Kharif,5857,0.78,Bajra,2005,15.195,13.565,7.91,3.955,48.65,38.94,25.01,7.44
amroha, 2006-07,Kharif,4194,0.69,Bajra,2006,16.51,13.32,7.91,2.635,44.76,38.04,24.65,7.54
amroha, 2007-08,Kharif,2214,0.99,Bajra,2007,16.935,13.7625,7.91,2.635,48.96,35.01,25.5,9.5
amroha, 2008-09,Kharif,3550,1.02,Bajra,2008,19.44,15.5775,7.91,3.955,41.57,33.91,25.1,7.07
amroha, 2009-10,Kharif,4030,0.91,Bajra,2009,13.425,14.2825,2.635,3.955,47.26,40.8,24.5,6.55
amroha, 2010-11,Kharif,4115,0.77,Bajra,2010,14.8,16.3125,5.275,5.275,48.36,34.22,25.11,6.44
amroha, 2011-12,Kharif,2674,0.84,Bajra,2011,18.28,15.5175,5.27,3.955,45.98,34.41,24.51,8.43
amroha, 2012-13,Kharif,3953,0.57,Bajra,2012,13.615,13.5625,2.635,3.955,48.0,36.15,25.76,7.57
amroha, 2013-14,Kharif,3375,0.57,Bajra,2013,18.83,15.1375,10.55,3.955,45.56,33.24,24.48,7.47
amroha, 2014-15,Kharif,4172,1.03,Bajra,2014,13.67,11.4425,2.635,1.3175,48.26,39.69,26.26,8.99
amroha, 2015-16,Kharif,4074,1.29,Bajra,2015,15.2,11.625,2.635,1.3175,46.62,39.05,24.1,11.06
amroha, 2016-17,Kharif,3218,0.99,Bajra,2016,16.815,12.4025,5.275,1.3175,45.51,36.8,24.79,10.28
amroha, 2017-18,Kharif,3035,0.97,Bajra,2017,16.66,12.435,5.27,2.635,47.77,38.26,25.11,7.9
amroha, 2018-19,Kharif,2864,1.14,Bajra,2018,16.785,14.695,5.275,2.635,46.52,33.69,24.67,9.31
amroha, 2019-20,Kharif,3256,1.07,Bajra,2019,14.465,14.5875,2.635,1.3175,48.37,37.31,25.85,10.92
amroha,2020-21,Kharif,3316,0.89,Bajra,2020,16.91,12.39,2.635,1.3175,43.63,38.43,24.73,8.82
amroha,2021-22,Kharif,3401,1.26,Bajra,2021,17.06,15.6875,7.175,3.945,44.19,34.31,24.3,7.57
auraiya, 2004-05,Kharif,28771,1.53,Bajra,2004,16.145,13.6575,2.635,2.635,46.56,39.05,26.05,12.51
auraiya, 2005-06,Kharif,25255,1.54,Bajra,2005,15.9,13.6725,5.275,1.3175,48.02,40.12,25.0,9.72
auraiya, 2006-07,Kharif,28309,1.73,Bajra,2006,17.15,13.3025,5.27,0.0,45.12,40.08,25.34,8.65
auraiya, 2007-08,Kharif,30047,1.84,Bajra,2007,16.54,13.1525,5.27,1.3175,47.78,37.87,25.78,11.05
auraiya, 2008-09,Kharif,22833,2.36,Bajra,2008,19.56,16.115,7.91,3.955,43.16,34.25,24.99,8.58
auraiya, 2009-10,Kharif,32973,2.27,Bajra,2009,13.58,14.8,2.635,3.9525,46.9,42.12,26.5,7.73
auraiya, 2010-11,Kharif,35282,2.0,Bajra,2010,15.225,16.175,2.635,2.635,48.01,36.61,26.22,9.15
auraiya, 2011-12,Kharif,24467,2.06,Bajra,2011,17.975,15.2275,5.27,2.635,46.79,34.88,25.43,11.27
auraiya, 2012-13,Kharif,29943,2.4,Bajra,2012,14.555,14.175,2.635,3.955,48.98,35.9,26.85,8.71
auraiya, 2013-14,Kharif,28105,2.29,Bajra,2013,18.825,15.47,5.27,3.955,45.4,33.92,25.85,9.25
auraiya, 2014-15,Kharif,36540,2.2,Bajra,2014,14.195,12.8625,2.635,2.635,49.37,39.08,26.78,10.05
auraiya, 2015-16,Kharif,31981,2.29,Bajra,2015,15.5,12.635,2.635,2.635,47.33,39.63,24.58,11.19
auraiya, 2016-17,Kharif,31768,2.32,Bajra,2016,17.395,14.22,5.275,1.3175,47.08,36.15,25.54,10.67
auraiya, 2017-18,Kharif,31169,2.29,Bajra,2017,16.51,13.49,2.635,1.3175,47.05,38.84,25.93,8.78
auraiya, 2018-19,Kharif,29097,2.47,Bajra,2018,16.755,15.5475,5.275,3.955,46.25,33.52,25.4,11.01
auraiya, 2019-20,Kharif,30683,2.58,Bajra,2019,16.205,16.6925,2.635,3.955,48.67,35.38,25.7,12.87
auraiya,2020-21,Kharif,29462,2.85,Bajra,2020,17.85,13.6575,2.635,1.3175,43.84,39.35,23.64,9.58
auraiya,2021-22,Kharif,31908,2.76,Bajra,2021,17.52,16.115,6.035,3.6275,44.64,34.79,25.51,9.45
azamgarh, 2004-05,Kharif,92,1.62,Bajra,2004,18.555,13.7625,5.27,1.3175,43.69,39.08,24.55,12.73
azamgarh, 2005-06,Kharif,445,1.51,Bajra,2005,15.99,15.7475,5.275,2.6375,48.08,35.24,25.48,9.29
azamgarh, 2006-07,Kharif,96,1.54,Bajra,2006,18.585,15.0775,7.91,2.635,45.09,36.64,24.79,9.19
azamgarh, 2007-08,Kharif,113,1.56,Bajra,2007,17.305,16.4025,5.275,3.955,46.92,35.55,25.23,10.94
azamgarh, 2008-09,Kharif,268,1.66,Bajra,2008,20.325,16.9375,13.185,3.955,42.65,33.23,25.18,9.1
azamgarh, 2009-10,Kharif,67,1.7,Bajra,2009,15.595,15.32,5.275,2.635,46.21,38.23,25.44,9.28
azamgarh, 2010-11,Kharif,144,0.97,Bajra,2010,16.51,17.045,5.275,2.635,46.25,34.94,24.62,11.37
azamgarh, 2011-12,Kharif,979,1.47,Bajra,2011,18.495,16.585,5.27,3.955,44.51,33.55,25.35,10.12
azamgarh, 2012-13,Kharif,69,1.93,Bajra,2012,15.72,15.3375,5.275,3.955,48.64,34.26,24.52,8.88
azamgarh, 2013-14,Kharif,116,1.27,Bajra,2013,19.195,16.1875,7.91,3.9525,41.15,34.19,25.1,9.92
azamgarh, 2014-15,Kharif,68,1.99,Bajra,2014,16.845,15.215,5.27,5.2725,48.0,35.9,25.78,9.4
azamgarh, 2015-16,Kharif,32,1.81,Bajra,2015,16.51,13.75,7.91,1.3175,48.68,38.57,25.35,14.51
azamgarh, 2016-17,Kharif,106,1.9,Bajra,2016,18.22,16.585,5.275,5.275,45.47,34.0,25.44,9.14
azamgarh, 2017-18,Kharif,112,1.93,Bajra,2017,17.82,16.54,7.91,1.3175,48.02,34.4,25.09,9.1
azamgarh, 2018-19,Kharif,105,2.08,Bajra,2018,17.485,15.8375,7.91,3.955,45.8,33.58,25.07,11.26
azamgarh, 2019-20,Kharif,112,2.16,Bajra,2019,17.425,17.365,5.275,5.2725,48.2,34.55,25.62,12.26
azamgarh,2020-21,Kharif,118,2.4,Bajra,2020,20.2,16.3575,10.55,2.635,40.83,33.96,24.56,9.07
azamgarh,2021-22,Kharif,119,2.16,Bajra,2021,20.815,17.3175,8.44,4.3975,40.36,33.41,25.04,9.19
baghpat, 2004-05,Kharif,653,1.48,Bajra,2004,14.895,12.5425,5.27,2.6375,45.86,37.92,26.51,11.24
baghpat, 2005-06,Kharif,1358,1.44,Bajra,2005,15.135,13.0,2.635,3.955,48.63,39.21,25.11,7.88
baghpat, 2006-07,Kharif,626,1.24,Bajra,2006,16.145,13.32,7.91,2.635,45.11,38.13,24.73,7.33
baghpat, 2007-08,Kharif,1193,1.51,Bajra,2007,16.725,13.23,5.27,3.955,49.13,35.52,25.55,9.64
baghpat, 2008-09,Kharif,466,1.79,Bajra,2008,19.38,14.985,5.27,3.955,41.63,33.92,24.83,7.47
baghpat, 2009-10,Kharif,319,1.92,Bajra,2009,13.15,13.5975,2.635,2.635,47.4,40.41,24.2,6.87
baghpat, 2010-11,Kharif,458,1.79,Bajra,2010,15.015,15.99,5.275,5.275,48.45,34.62,24.04,6.57
baghpat, 2011-12,Kharif,405,1.87,Bajra,2011,17.91,15.1525,5.27,2.635,45.6,36.16,24.18,8.06
baghpat, 2012-13,Kharif,440,2.33,Bajra,2012,13.305,13.245,2.635,3.955,47.7,38.69,26.42,7.55
baghpat, 2013-14,Kharif,922,1.35,Bajra,2013,18.4,14.725,7.91,3.955,46.77,33.16,23.71,7.65
baghpat, 2014-15,Kharif,685,2.03,Bajra,2014,13.455,11.4275,2.635,1.3175,48.25,39.69,25.69,8.68
baghpat, 2015-16,Kharif,573,1.99,Bajra,2015,15.505,11.8725,7.91,1.3175,46.21,37.8,23.24,10.51
baghpat, 2016-17,Kharif,445,1.17,Bajra,2016,16.48,11.795,5.275,1.3175,44.95,37.23,24.69,10.39
baghpat, 2017-18,Kharif,1776,1.95,Bajra,2017,16.295,12.0575,5.27,2.635,48.35,38.71,25.23,7.56
baghpat, 2018-19,Kharif,542,2.35,Bajra,2018,16.815,14.3275,5.275,2.635,45.79,33.9,24.25,8.77
baghpat, 2019-20,Kharif,641,1.89,Bajra,2019,14.28,14.3125,2.635,1.3175,48.19,37.61,25.9,10.0
baghpat,2020-21,Kharif,428,1.88,Bajra,2020,16.995,12.4675,5.275,1.3175,43.24,37.22,24.45,8.48
baghpat,2021-22,Kharif,595,1.74,Bajra,2021,16.725,15.425,6.925,4.225,44.19,34.25,24.08,7.83
bahraich, 2004-05,Kharif,34,1.85,Bajra,2004,18.465,13.9475,10.55,2.635,43.13,37.8,24.94,11.78
bahraich, 2005-06,Kharif,258,1.52,Bajra,2005,15.93,15.3475,7.91,2.635,47.48,34.95,25.3,8.11
bahraich, 2006-07,Kharif,17,1.76,Bajra,2006,18.83,14.5875,10.55,1.3175,44.24,36.97,24.36,9.0
bahraich, 2007-08,Kharif,13,1.54,Bajra,2007,17.3,15.5625,7.91,3.955,45.9,34.01,24.71,10.46
bahraich, 2008-09,Kharif,51,1.82,Bajra,2008,20.355,16.555,13.185,5.275,41.93,33.14,24.66,8.92
bahraich, 2009-10,Kharif,13,1.62,Bajra,2009,14.925,15.6725,5.275,5.2725,46.23,39.33,24.87,8.07
bahraich, 2011-12,Kharif,12,2.08,Bajra,2011,18.34,16.2625,10.55,5.2725,43.96,33.57,24.82,10.75
bahraich, 2012-13,Kharif,20,2.05,Bajra,2012,15.08,15.3675,5.275,5.275,48.17,34.14,25.79,7.64
bahraich, 2013-14,Kharif,24,2.04,Bajra,2013,19.895,16.405,13.185,5.2725,41.89,33.73,24.09,8.83
bahraich, 2014-15,Kharif,25,1.92,Bajra,2014,15.775,14.2225,7.91,2.635,48.43,36.23,25.22,9.26
bahraich, 2015-16,Kharif,6,1.67,Bajra,2015,16.145,13.3525,5.27,1.3175,47.85,38.23,23.99,13.56
bahraich, 2016-17,Kharif,16,1.88,Bajra,2016,18.89,15.305,13.18,2.635,44.29,34.34,25.37,10.25
bahraich, 2017-18,Kharif,14,1.93,Bajra,2017,17.885,15.5475,10.545,3.955,46.87,35.41,24.49,9.14
bahraich, 2018-19,Kharif,30,2.03,Bajra,2018,18.005,15.795,13.18,6.59,46.99,32.87,25.68,10.67
bahraich, 2019-20,Kharif,30,2.13,Bajra,2019,17.64,16.7375,13.18,3.955,46.8,33.96,25.07,12.42
bahraich,2020-21,Kharif,2,2.0,Bajra,2020,19.565,14.45,10.55,2.635,41.52,37.26,23.69,9.61
bahraich,2021-22,Kharif,21,2.14,Bajra,2021,20.08,16.8475,10.68,4.9525,40.82,33.69,25.08,8.08
ballia, 2004-05,Kharif,2052,1.62,Bajra,2004,18.95,14.8325,5.27,1.3175,43.56,35.14,25.06,12.8
ballia, 2005-06,Kharif,1504,1.51,Bajra,2005,16.325,15.7475,5.275,1.3175,48.07,35.4,25.26,10.26
ballia, 2006-07,Kharif,2296,1.55,Bajra,2006,19.32,16.1875,7.91,2.635,44.3,34.05,24.44,10.22
ballia, 2007-08,Kharif,2098,1.56,Bajra,2007,18.28,16.9675,10.545,5.275,45.55,34.75,24.72,11.69
ballia, 2008-09,Kharif,1960,1.67,Bajra,2008,20.6,17.0925,13.185,3.955,42.08,33.06,25.2,9.54
ballia, 2009-10,Kharif,1110,1.7,Bajra,2009,15.96,15.55,2.635,3.955,45.46,38.99,25.42,9.55
ballia, 2010-11,Kharif,1957,0.97,Bajra,2010,16.905,16.785,5.275,2.635,45.34,36.54,25.65,12.29
ballia, 2011-12,Kharif,2003,1.47,Bajra,2011,18.925,16.6775,7.91,3.955,43.82,34.65,25.27,11.4
ballia, 2012-13,Kharif,2060,1.92,Bajra,2012,16.39,15.3075,5.275,3.955,48.06,33.97,24.76,8.66
ballia, 2013-14,Kharif,1770,1.27,Bajra,2013,18.585,16.19,2.635,3.9525,40.51,37.57,24.4,10.45
ballia, 2014-15,Kharif,2012,1.99,Bajra,2014,17.885,16.02,2.635,3.955,46.39,35.8,25.47,9.59
ballia, 2015-16,Kharif,2272,1.81,Bajra,2015,17.395,15.045,7.91,1.3175,48.24,36.26,24.78,14.23
ballia, 2016-17,Kharif,1949,1.9,Bajra,2016,17.915,16.8,5.275,3.955,46.37,35.15,25.6,10.13
ballia, 2017-18,Kharif,1981,1.93,Bajra,2017,17.91,16.4675,5.275,2.6375,47.24,35.8,25.2,9.9
ballia, 2018-19,Kharif,1802,2.08,Bajra,2018,17.3,15.4125,2.635,2.635,45.57,35.17,25.75,12.27
ballia, 2019-20,Kharif,460,2.16,Bajra,2019,17.67,17.21,5.275,3.955,48.31,35.52,25.62,12.77
ballia,2020-21,Kharif,1894,2.43,Bajra,2020,20.05,17.195,10.55,2.635,41.25,33.83,25.28,9.14
ballia,2021-22,Kharif,1973,2.16,Bajra,2021,20.875,17.5025,7.91,4.0025,40.62,33.7,25.42,10.08
balrampur, 2004-05,Kharif,106,1.87,Bajra,2004,18.34,13.945,7.91,2.635,42.73,38.44,24.58,12.14
balrampur, 2006-07,Kharif,106,1.76,Bajra,2006,18.71,14.585,7.91,1.3175,44.13,37.03,24.26,8.55
balrampur, 2008-09,Kharif,118,1.82,Bajra,2008,20.235,16.525,13.185,5.275,41.65,33.93,24.26,9.62
balrampur, 2010-11,Kharif,13,1.69,Bajra,2010,16.145,16.6325,5.275,3.955,45.18,35.77,24.18,9.54
balrampur,2020-21,Kharif,57,1.1900000000000002,Bajra,2020,19.96,15.15,13.185,2.635,41.33,35.25,23.36,9.27
balrampur,2021-22,Kharif,57,1.1900000000000002,Bajra,2021,20.875,17.2275,13.81,6.7075,38.63,33.48,25.2,8.4
banda, 2004-05,Kharif,2621,1.1,Bajra,2004,17.275,14.5575,5.27,3.955,46.9,34.91,24.82,12.7
banda, 2005-06,Kharif,1483,1.05,Bajra,2005,16.57,15.29,13.18,2.635,47.26,34.4,23.77,10.37
banda, 2006-07,Kharif,2005,0.82,Bajra,2006,16.755,14.465,5.275,1.3175,44.35,36.58,24.42,10.64
banda, 2007-08,Kharif,3909,0.58,Bajra,2007,17.03,13.61,2.635,2.635,46.83,34.69,24.09,11.36
banda, 2008-09,Kharif,2583,0.8,Bajra,2008,19.38,15.8375,10.55,2.635,43.46,33.65,24.2,9.6
banda, 2009-10,Kharif,1640,0.65,Bajra,2009,14.65,14.8,2.635,3.9525,46.24,38.87,23.38,8.62
banda, 2010-11,Kharif,3206,0.83,Bajra,2010,16.115,16.25,5.275,2.635,46.91,34.23,25.22,11.51
banda, 2011-12,Kharif,3761,0.92,Bajra,2011,18.46,15.625,10.55,2.635,45.8,32.82,24.55,11.11
banda, 2012-13,Kharif,2679,1.43,Bajra,2012,16.235,15.075,5.275,3.955,48.0,33.57,25.32,9.2
banda, 2013-14,Kharif,1036,1.23,Bajra,2013,19.38,16.085,7.91,5.2725,45.93,32.8,23.97,9.23
banda, 2014-15,Kharif,3957,0.93,Bajra,2014,15.255,14.0825,2.635,2.635,48.78,37.11,24.37,11.15
banda, 2015-16,Kharif,3331,0.45,Bajra,2015,16.6,14.19,5.27,1.3175,46.63,37.69,23.55,13.8
banda, 2016-17,Kharif,3688,0.96,Bajra,2016,17.945,15.515,10.545,5.2725,46.22,32.4,24.47,10.24
banda, 2017-18,Kharif,3251,1.87,Bajra,2017,17.275,14.65,5.275,2.635,47.57,37.37,23.94,10.7
banda, 2018-19,Kharif,3586,1.01,Bajra,2018,17.24,15.395,5.275,3.955,45.37,33.36,24.05,11.48
banda, 2019-20,Kharif,3268,1.83,Bajra,2019,16.605,16.9675,5.275,5.275,48.37,34.62,24.64,12.62
banda,2020-21,Kharif,2864,2.22,Bajra,2020,19.045,15.52,5.27,3.955,41.26,34.76,21.14,9.48
banda,2021-22,Kharif,2409,1.5,Bajra,2021,18.34,16.0375,7.77,3.465,42.34,33.47,24.65,10.35
barabanki, 2004-05,Kharif,896,1.57,Bajra,2004,18.34,13.7325,5.27,2.635,45.77,39.23,25.14,12.52
barabanki, 2005-06,Kharif,718,1.57,Bajra,2005,15.93,15.1675,5.275,2.635,48.37,35.31,25.17,8.89
