District,Year,Season,Area (Hectare),Yield (Tonnes/Hectare),Crop,Start_Year,Humidity_Sowing,Humidity_Full,Rainfall_Sowing,Rainfall_Full,Max_Temperature_Sowing,Max_Temperature_Full,Min_Temperature_Sowing,Min_Temperature_Full
allahabad, 2010-11,Rabi,10940,19.79,Potato,2010,19.96,10.61375,5.27,1.3175,36.57,47.71,19.96,3.46
allahabad, 2011-12,Rabi,13186,17.74,Potato,2011,20.69,11.59083333,7.91,2.636666667,33.3,46.55,21.76,3.46
allahabad, 2012-13,Rabi,13438,14.7,Potato,2012,20.295,10.83333333,7.91,2.1975,33.94,48.8,19.85,1.9
allahabad, 2013-14,Rabi,13424,12.55,Potato,2013,20.23,11.93291667,5.275,2.636666667,33.83,48.28,23.32,1.9
allahabad, 2014-15,Rabi,13521,14.91,Potato,2014,18.92,10.67375,5.27,1.756666667,38.66,49.4,22.36,4.73
allahabad, 2015-16,Rabi,13209,18.58,Potato,2015,18.005,10.15541667,2.635,1.3175,39.12,48.32,22.1,4.73
allahabad, 2016-17,Rabi,13352,20.51,Potato,2016,20.75,11.42833333,7.91,2.636666667,33.43,47.05,23.13,2.32
allahabad, 2017-18,Rabi,13327,24.04,Potato,2017,20.235,10.74541667,2.635,1.7575,34.16,48.87,20.89,2.32
allahabad, 2018-19,Rabi,13639,20.04,Potato,2018,20.385,10.96791667,7.91,2.1975,33.73,47.81,20.48,3.7
allahabad, 2019-20,Rabi,13435,21.73,Potato,2019,21.025,11.96208333,10.55,2.6375,36.32,48.44,23.14,2.74
allahabad,2020-21,Rabi,13504,22.64,Potato,2020,20.725,11.84333333,5.27,2.201666667,34.33,48.29,20.47,2.74
allahabad,2021-22,Rabi,20000,36.7,Potato,2021,20.845,11.89333333,5.6,2.7075,34.3,47.42,23.55,4.21
ambedkar nagar, 2004-05,Rabi,4316,15.32,Potato,2004,18.98,10.75166667,2.635,1.3175,39.21,47.44,22.59,4.73
ambedkar nagar, 2005-06,Rabi,4482,19.58,Potato,2005,20.51,10.78083333,5.27,2.196666667,34.67,47.98,22.26,4.55
ambedkar nagar, 2006-07,Rabi,4615,11.58,Potato,2006,19.32,11.425,2.635,1.7575,35.62,45.44,21.85,4.49
ambedkar nagar, 2007-08,Rabi,4402,13.12,Potato,2007,20.57,11.38916667,7.91,1.7575,35.19,46.89,22.11,4.49
ambedkar nagar, 2008-09,Rabi,3633,11.97,Potato,2008,20.785,12.24375,7.91,3.515833333,33.1,45.34,20.89,4.58
ambedkar nagar, 2009-10,Rabi,3908,19.58,Potato,2009,20.48,10.97125,5.27,1.7575,38.9,46.52,22.21,5.19
ambedkar nagar, 2010-11,Rabi,4415,24.86,Potato,2010,20.69,11.38958333,5.27,1.7575,34.89,47.26,19.77,3.01
ambedkar nagar, 2011-12,Rabi,4321,24.35,Potato,2011,20.75,11.90166667,7.91,2.636666667,33.51,45.48,22.08,3.01
ambedkar nagar, 2012-13,Rabi,4534,16.96,Potato,2012,20.11,10.83125,10.55,2.6375,34.3,48.61,20.53,1.24
ambedkar nagar, 2013-14,Rabi,4433,16.62,Potato,2013,20.235,11.93208333,5.27,2.635833333,33.79,46.07,22.88,1.24
ambedkar nagar, 2014-15,Rabi,4536,25.11,Potato,2014,19.38,10.93041667,5.27,2.195833333,37.32,48.53,20.45,4.89
ambedkar nagar, 2015-16,Rabi,4183,29.09,Potato,2015,18.37,10.02458333,2.635,1.3175,38.45,48.49,20.93,4.77
ambedkar nagar, 2016-17,Rabi,3326,28.73,Potato,2016,20.87,11.46375,5.27,2.196666667,33.99,47.08,23.88,2.96
ambedkar nagar, 2017-18,Rabi,3454,24.35,Potato,2017,21.025,11.58416667,7.91,3.075833333,34.05,47.74,21.83,2.96
ambedkar nagar, 2018-19,Rabi,3970,27.4,Potato,2018,20.845,11.57166667,10.545,3.075833333,33.67,46.76,20.19,4.37
ambedkar nagar, 2019-20,Rabi,4551,28.75,Potato,2019,21.09,12.24916667,7.91,2.636666667,34.41,47.92,21.2,2.87
ambedkar nagar,2020-21,Rabi,4357,27.99,Potato,2020,20.755,11.9125,5.27,2.214166667,34.2,47.75,20.16,2.87
ambedkar nagar,2021-22,Rabi,4845,29.8,Potato,2021,21.27,12.65708333,7.52,3.557083333,33.74,45.86,24.0,4.14
amethi, 2010-11,Rabi,2968,15.08,Potato,2010,20.295,10.77291667,5.27,1.3175,36.26,47.47,19.23,2.42
amethi, 2011-12,Rabi,3508,24.35,Potato,2011,20.66,11.58125,7.91,2.196666667,33.16,46.31,21.08,2.42
amethi, 2012-13,Rabi,4130,15.25,Potato,2012,20.175,10.68208333,10.55,2.6375,34.16,48.73,19.63,1.3
amethi, 2013-14,Rabi,4215,16.62,Potato,2013,20.23,11.79708333,2.635,2.196666667,33.65,47.64,23.32,1.3
amethi, 2014-15,Rabi,2757,25.11,Potato,2014,18.645,10.46958333,5.27,1.756666667,39.44,49.37,21.37,4.64
amethi, 2015-16,Rabi,3012,29.09,Potato,2015,17.455,9.776666667,2.635,1.3175,39.74,48.43,21.74,4.67
amethi, 2016-17,Rabi,4307,28.73,Potato,2016,20.69,11.21375,7.91,2.1975,33.55,47.06,23.33,2.08
amethi, 2017-18,Rabi,4334,24.35,Potato,2017,20.385,10.87625,2.635,1.318333333,34.08,48.74,20.5,2.08
amethi, 2018-19,Rabi,4175,27.4,Potato,2018,20.51,11.13875,7.91,2.1975,33.55,47.45,20.15,3.65
amethi, 2019-20,Rabi,4329,28.75,Potato,2019,20.965,11.97833333,7.91,2.1975,35.08,47.92,22.52,2.23
amethi,2020-21,Rabi,4536,27.99,Potato,2020,20.725,11.71958333,5.27,2.209583333,34.1,48.22,20.01,2.23
amethi,2021-22,Rabi,4606,29.5,Potato,2021,20.935,12.03125,6.185,2.905833333,34.15,46.76,23.51,3.56
amroha, 2004-05,Rabi,3290,20.56,Potato,2004,17.795,9.98375,2.635,1.3175,37.17,46.5,20.33,3.36
amroha, 2005-06,Rabi,4303,21.44,Potato,2005,18.22,9.670833333,7.91,2.636666667,38.94,48.65,19.95,2.39
amroha, 2006-07,Rabi,3140,15.58,Potato,2006,18.19,10.21791667,5.27,2.196666667,36.2,46.05,19.59,2.39
amroha, 2007-08,Rabi,5144,17.9,Potato,2007,19.805,10.18208333,5.27,2.196666667,35.01,48.96,16.63,2.7
amroha, 2008-09,Rabi,3939,19.93,Potato,2008,19.65,11.30291667,7.91,2.636666667,33.91,45.13,18.37,2.79
amroha, 2009-10,Rabi,3413,20.77,Potato,2009,19.135,9.724166667,7.91,1.7575,40.8,47.26,20.45,4.2
amroha, 2010-11,Rabi,2656,16.89,Potato,2010,20.445,10.71916667,10.55,2.6375,34.22,48.36,17.34,-1.35
amroha, 2011-12,Rabi,3160,19.26,Potato,2011,20.325,11.23,7.91,2.196666667,34.41,46.94,19.33,-1.35
amroha, 2012-13,Rabi,3029,13.32,Potato,2012,19.13,9.417083333,7.91,1.7575,36.15,48.0,16.6,-0.03
amroha, 2013-14,Rabi,3924,22.9,Potato,2013,19.47,11.13166667,7.91,3.076666667,33.24,48.19,19.48,-0.03
amroha, 2014-15,Rabi,3369,21.36,Potato,2014,16.205,9.187083333,2.635,1.097916667,39.69,48.26,20.5,2.07
amroha, 2015-16,Rabi,3668,21.93,Potato,2015,15.99,8.997083333,2.635,1.097916667,39.05,46.62,19.23,3.49
amroha, 2016-17,Rabi,3628,26.01,Potato,2016,18.46,9.385,2.635,1.318333333,36.3,46.3,21.8,1.58
amroha, 2017-18,Rabi,3014,33.36,Potato,2017,17.515,9.464166667,5.27,1.756666667,38.26,47.77,18.89,1.58
amroha, 2018-19,Rabi,3606,33.57,Potato,2018,19.655,10.41958333,5.27,1.7575,33.69,46.73,19.09,2.01
amroha, 2019-20,Rabi,3518,28.54,Potato,2019,19.685,10.49083333,2.635,0.878333333,37.31,48.37,22.06,1.64
amroha,2020-21,Rabi,3868,30.7,Potato,2020,18.95,10.06625,2.635,0.94875,38.43,47.65,19.81,1.64
amroha,2021-22,Rabi,4288,28.5,Potato,2021,20.325,11.26625,6.23,3.065416667,34.31,46.15,22.17,2.92
auraiya, 2004-05,Rabi,3270,21.11,Potato,2004,18.435,10.08958333,5.27,1.3175,39.05,47.07,21.4,4.71
auraiya, 2005-06,Rabi,3810,23.95,Potato,2005,18.465,9.727916667,2.635,1.318333333,40.12,48.02,21.83,4.72
auraiya, 2006-07,Rabi,4054,30.63,Potato,2006,17.79,10.21416667,0.0,0.878333333,38.87,46.94,20.97,4.72
auraiya, 2007-08,Rabi,4431,22.07,Potato,2007,18.86,9.810416667,2.635,1.3175,37.87,47.78,22.3,4.01
auraiya, 2008-09,Rabi,4425,32.04,Potato,2008,20.295,11.4925,7.91,2.636666667,34.25,46.09,20.19,4.01
auraiya, 2009-10,Rabi,4430,32.7,Potato,2009,18.95,10.11291667,5.27,1.756666667,42.12,46.9,20.11,4.97
auraiya, 2010-11,Rabi,4636,27.83,Potato,2010,20.05,10.65708333,5.27,1.3175,36.61,48.01,18.73,2.15
auraiya, 2011-12,Rabi,4930,29.88,Potato,2011,20.415,10.88208333,5.27,1.756666667,33.33,47.33,20.34,1.58
auraiya, 2012-13,Rabi,5066,31.0,Potato,2012,19.745,9.73,7.91,1.7575,35.9,48.98,18.05,1.17
auraiya, 2013-14,Rabi,4818,27.04,Potato,2013,19.775,11.23708333,5.275,2.196666667,33.92,48.2,21.73,1.17
auraiya, 2014-15,Rabi,6402,26.6,Potato,2014,18.095,9.807083333,5.27,1.3175,39.08,49.37,21.18,3.43
auraiya, 2015-16,Rabi,6844,17.54,Potato,2015,16.97,9.564166667,5.27,1.3175,39.63,47.33,19.55,3.95
auraiya, 2016-17,Rabi,4945,28.79,Potato,2016,20.14,10.225,2.635,1.318333333,34.44,47.47,22.93,2.63
auraiya, 2017-18,Rabi,5030,24.52,Potato,2017,18.525,9.74875,2.635,0.878333333,37.69,47.76,20.58,2.63
auraiya, 2018-19,Rabi,4825,35.76,Potato,2018,20.2,10.66541667,7.91,2.1975,33.52,47.25,19.36,2.89
auraiya, 2019-20,Rabi,4846,31.38,Potato,2019,20.785,11.44166667,7.91,1.7575,35.38,48.67,22.39,2.63
auraiya,2020-21,Rabi,4931,32.2,Potato,2020,19.655,10.51875,2.635,0.889583333,39.35,47.44,21.61,2.63
auraiya,2021-22,Rabi,5290,30.8,Potato,2021,20.815,11.37833333,5.78,2.519166667,34.79,47.0,23.4,3.65
azamgarh, 2004-05,Rabi,5307,17.12,Potato,2004,18.92,10.69875,2.635,1.3175,39.08,47.32,22.95,5.06
azamgarh, 2005-06,Rabi,5571,30.07,Potato,2005,20.57,10.80583333,5.275,1.758333333,35.24,48.08,21.73,4.83
azamgarh, 2006-07,Rabi,3820,24.88,Potato,2006,19.595,11.615,5.27,2.196666667,35.66,45.09,21.68,4.37
azamgarh, 2007-08,Rabi,5774,21.09,Potato,2007,20.69,11.67083333,7.91,2.1975,35.55,46.92,22.78,4.31
azamgarh, 2008-09,Rabi,5845,19.63,Potato,2008,20.845,12.30583333,7.91,3.515833333,33.23,45.48,21.39,4.31
azamgarh, 2009-10,Rabi,5386,24.19,Potato,2009,20.385,10.83875,5.27,1.7575,38.23,46.3,22.51,5.69
azamgarh, 2010-11,Rabi,5624,29.77,Potato,2010,20.72,11.49,5.27,1.7575,34.94,46.94,20.04,3.08
azamgarh, 2011-12,Rabi,5151,27.3,Potato,2011,20.69,11.98583333,7.91,2.196666667,33.55,45.5,22.1,3.08
azamgarh, 2012-13,Rabi,5072,24.77,Potato,2012,19.9,10.7025,7.91,2.1975,34.26,48.64,20.73,1.64
azamgarh, 2013-14,Rabi,4905,9.83,Potato,2013,19.895,11.82375,5.27,2.635833333,34.19,46.12,23.12,1.64
azamgarh, 2014-15,Rabi,4791,13.43,Potato,2014,19.93,11.28375,7.91,2.635833333,35.9,48.0,20.26,4.52
azamgarh, 2015-16,Rabi,4518,17.72,Potato,2015,19.075,10.32833333,2.635,1.7575,37.24,48.68,20.88,4.52
azamgarh, 2016-17,Rabi,4825,11.6,Potato,2016,20.935,11.68833333,10.55,2.6375,34.0,46.67,23.77,2.62
azamgarh, 2017-18,Rabi,4961,17.8,Potato,2017,21.055,11.57625,2.635,1.7575,34.4,48.02,22.32,2.62
azamgarh, 2018-19,Rabi,4835,12.71,Potato,2018,20.69,11.35458333,7.91,2.636666667,33.58,46.83,20.62,4.45
azamgarh, 2019-20,Rabi,4820,10.62,Potato,2019,21.0,12.22416667,10.545,2.636666667,34.55,48.2,21.28,3.0
azamgarh,2020-21,Rabi,5075,10.76,Potato,2020,20.995,12.28791667,5.27,2.645,33.96,47.86,20.44,3.0
azamgarh,2021-22,Rabi,5361,30.2,Potato,2021,21.3,12.79458333,7.065,3.4875,33.41,45.87,24.21,3.74
baghpat, 2004-05,Rabi,344,23.44,Potato,2004,17.21,9.628333333,5.275,1.7575,37.89,45.86,20.23,3.6
baghpat, 2005-06,Rabi,264,17.27,Potato,2005,17.885,9.429583333,7.91,1.7575,39.21,48.63,19.2,2.13
baghpat, 2006-07,Rabi,298,16.29,Potato,2006,18.37,10.15416667,5.27,2.41625,36.19,46.05,19.17,2.13
baghpat, 2007-08,Rabi,288,16.53,Potato,2007,19.47,9.929166667,7.91,2.41625,35.52,49.13,16.65,2.14
baghpat, 2008-09,Rabi,255,20.52,Potato,2008,19.225,11.05041667,7.91,2.635833333,33.92,44.86,18.48,2.14
baghpat, 2009-10,Rabi,251,22.14,Potato,2009,18.68,9.323333333,5.27,1.3175,40.41,47.4,19.97,3.96
baghpat, 2010-11,Rabi,202,21.35,Potato,2010,20.23,10.55583333,10.55,2.6375,34.62,48.45,17.19,-1.64
baghpat, 2011-12,Rabi,297,22.23,Potato,2011,20.145,11.00375,5.27,1.756666667,36.16,46.9,19.07,-1.64
baghpat, 2012-13,Rabi,249,22.33,Potato,2012,18.77,9.264583333,7.91,1.977083333,38.69,47.7,16.98,-0.13
baghpat, 2013-14,Rabi,487,21.83,Potato,2013,19.105,10.83916667,7.91,2.85625,33.16,48.14,19.41,-0.13
baghpat, 2014-15,Rabi,277,20.4,Potato,2014,16.08,9.147083333,2.635,1.097916667,39.69,48.25,20.32,2.4
baghpat, 2015-16,Rabi,257,20.19,Potato,2015,16.265,9.150833333,2.635,1.977083333,37.8,46.3,18.76,3.34
baghpat, 2016-17,Rabi,384,25.72,Potato,2016,17.7,9.152083333,2.635,1.318333333,36.98,47.07,21.77,1.1
baghpat, 2017-18,Rabi,240,28.71,Potato,2017,16.91,9.266666667,5.27,1.756666667,38.71,48.35,18.33,1.1
baghpat, 2018-19,Rabi,289,33.02,Potato,2018,19.255,10.26666667,5.27,1.7575,33.9,46.39,18.8,2.03
baghpat, 2019-20,Rabi,165,28.92,Potato,2019,19.44,10.3525,2.635,0.878333333,37.61,48.19,22.46,1.9
baghpat,2020-21,Rabi,255,30.84,Potato,2020,19.075,10.14583333,2.635,1.3775,37.16,47.31,19.86,1.9
baghpat,2021-22,Rabi,532,27.3,Potato,2021,20.05,11.11,6.63,3.142916667,34.25,45.87,22.0,3.39
bahraich, 2004-05,Rabi,2070,22.38,Potato,2004,18.77,10.87541667,5.27,2.636666667,37.8,46.37,21.93,4.01
bahraich, 2005-06,Rabi,996,22.43,Potato,2005,20.17,10.78791667,5.27,2.196666667,34.95,47.48,21.95,4.32
bahraich, 2006-07,Rabi,2302,21.84,Potato,2006,19.29,11.53958333,2.635,2.417083333,36.97,44.24,21.89,3.91
bahraich, 2007-08,Rabi,2357,21.98,Potato,2007,20.445,11.35958333,7.91,2.85625,34.01,45.9,21.87,3.91
bahraich, 2008-09,Rabi,2276,20.5,Potato,2008,20.54,12.11458333,10.55,3.955833333,33.14,45.61,20.45,4.33
bahraich, 2009-10,Rabi,2357,24.87,Potato,2009,20.325,10.92875,7.91,2.636666667,39.33,46.23,21.61,4.31
bahraich, 2010-11,Rabi,2398,24.39,Potato,2010,20.54,11.42166667,10.55,2.6375,35.53,46.98,20.12,2.22
bahraich, 2011-12,Rabi,2185,22.08,Potato,2011,20.84,11.835,10.545,3.515833333,33.57,45.33,21.56,2.22
bahraich, 2012-13,Rabi,2334,24.35,Potato,2012,20.205,10.66666667,10.55,2.857083333,34.14,48.17,19.52,1.15
bahraich, 2013-14,Rabi,1998,21.16,Potato,2013,20.51,12.08458333,7.91,4.174583333,33.73,46.02,22.74,1.15
bahraich, 2014-15,Rabi,1935,22.56,Potato,2014,19.135,10.77291667,5.27,2.41625,36.23,48.43,19.92,4.33
bahraich, 2015-16,Rabi,2142,23.04,Potato,2015,18.22,10.11958333,2.635,1.537083333,38.23,47.85,19.24,4.01
bahraich, 2016-17,Rabi,2082,24.24,Potato,2016,20.665,11.2075,5.27,3.514166667,34.34,46.83,22.69,3.01
bahraich, 2017-18,Rabi,2132,26.2,Potato,2017,20.63,11.3125,7.91,3.075833333,34.44,46.87,21.51,3.01
bahraich, 2018-19,Rabi,2018,29.85,Potato,2018,20.845,11.53541667,13.18,4.393333333,32.87,46.99,19.87,4.06
bahraich, 2019-20,Rabi,2245,26.92,Potato,2019,21.055,12.07583333,7.91,3.515,33.96,46.8,20.84,3.33
bahraich,2020-21,Rabi,2353,29.59,Potato,2020,20.11,11.48,5.27,2.655833333,37.26,46.09,20.87,3.33
bahraich,2021-22,Rabi,2500,27.9,Potato,2021,21.15,12.47458333,7.765,4.204583333,33.69,45.3,22.65,4.21
ballia, 2004-05,Rabi,7088,17.12,Potato,2004,19.96,11.42625,2.635,1.3175,35.14,47.05,22.13,5.14
ballia, 2005-06,Rabi,7386,30.07,Potato,2005,20.51,10.98083333,2.635,1.318333333,34.67,48.07,22.36,5.56
ballia, 2006-07,Rabi,10355,24.88,Potato,2006,20.2,12.28708333,5.27,2.196666667,34.05,44.96,22.71,4.35
ballia, 2007-08,Rabi,6715,21.09,Potato,2007,20.935,12.49958333,10.55,3.515833333,34.75,45.55,23.09,3.79
ballia, 2008-09,Rabi,7480,19.63,Potato,2008,20.815,12.82041667,7.91,3.515833333,33.06,44.76,22.0,3.79
ballia, 2009-10,Rabi,7743,24.19,Potato,2009,20.355,11.12833333,7.91,1.7575,38.99,46.19,23.73,6.03
ballia, 2010-11,Rabi,9007,29.77,Potato,2010,20.295,11.66791667,5.27,1.7575,36.54,46.53,21.41,3.93
ballia, 2011-12,Rabi,7775,27.3,Potato,2011,20.63,12.23583333,7.91,2.636666667,34.65,45.31,22.68,3.93
ballia, 2012-13,Rabi,8076,24.77,Potato,2012,19.81,10.93708333,7.91,2.1975,33.97,48.06,19.9,2.22
ballia, 2013-14,Rabi,8187,9.83,Potato,2013,19.38,11.93541667,5.27,2.195833333,37.57,45.98,22.68,2.22
ballia, 2014-15,Rabi,6297,16.36,Potato,2014,20.325,11.93458333,7.91,1.7575,35.8,46.39,20.8,4.82
ballia, 2015-16,Rabi,7526,17.72,Potato,2015,20.14,11.16125,2.635,1.7575,34.54,48.24,20.48,4.82
ballia, 2016-17,Rabi,8161,28.09,Potato,2016,20.845,11.96583333,7.91,2.1975,35.15,46.37,24.21,2.93
ballia, 2017-18,Rabi,8319,25.83,Potato,2017,21.06,11.7725,5.275,1.758333333,34.65,47.24,23.41,2.93
ballia, 2018-19,Rabi,10805,30.41,Potato,2018,20.54,11.31958333,5.27,1.3175,34.76,46.56,22.34,5.3
ballia, 2019-20,Rabi,8140,26.7,Potato,2019,20.72,12.19958333,7.91,2.1975,35.52,48.31,21.73,3.95
ballia,2020-21,Rabi,7954,26.11,Potato,2020,21.24,12.67666667,5.27,2.64,33.83,48.01,22.16,3.95
ballia,2021-22,Rabi,8944,31.2,Potato,2021,21.27,13.02541667,6.655,3.28625,33.7,45.65,24.23,4.89
balrampur, 2004-05,Rabi,1554,22.38,Potato,2004,18.735,10.80291667,5.27,2.196666667,38.44,46.51,22.22,4.82
balrampur, 2005-06,Rabi,1545,22.43,Potato,2005,19.99,10.67916667,5.27,2.196666667,35.02,47.44,22.61,4.76
balrampur, 2006-07,Rabi,1549,21.84,Potato,2006,19.225,11.47208333,2.635,1.977083333,37.03,44.13,22.04,4.31
balrampur, 2007-08,Rabi,2343,21.98,Potato,2007,20.205,11.31166667,7.91,2.85625,34.44,45.04,21.78,4.17
balrampur, 2008-09,Rabi,1040,20.5,Potato,2008,20.385,12.01833333,10.55,3.955833333,33.93,45.05,20.55,4.17
balrampur, 2009-10,Rabi,1703,24.87,Potato,2009,20.14,10.83583333,10.55,2.636666667,39.19,45.9,21.91,5.19
balrampur, 2010-11,Rabi,1601,24.39,Potato,2010,20.325,11.33083333,7.91,2.1975,35.77,46.53,20.48,2.44
balrampur, 2011-12,Rabi,1647,22.08,Potato,2011,20.69,11.73666667,10.545,3.515833333,33.4,45.08,21.87,2.44
balrampur, 2012-13,Rabi,1634,24.35,Potato,2012,20.11,10.69416667,10.55,2.857083333,34.15,48.25,20.58,0.67
balrampur, 2013-14,Rabi,1770,21.16,Potato,2013,20.355,12.0575,7.91,4.174583333,34.32,45.62,23.05,0.67
balrampur, 2014-15,Rabi,1789,22.56,Potato,2014,19.32,10.89208333,5.27,1.977083333,36.04,47.73,20.71,3.96
balrampur, 2015-16,Rabi,1216,23.04,Potato,2015,19.2,10.60541667,5.275,2.417083333,35.7,47.4,18.73,3.89
balrampur, 2016-17,Rabi,1791,24.25,Potato,2016,20.785,11.54708333,5.27,3.514166667,34.28,46.22,22.52,3.26
balrampur, 2017-18,Rabi,1697,26.2,Potato,2017,20.995,11.69291667,10.545,3.515,34.03,46.13,22.1,3.26
balrampur, 2018-19,Rabi,1660,29.85,Potato,2018,20.845,11.79958333,10.545,3.954166667,33.96,44.77,20.22,4.63
balrampur, 2019-20,Rabi,1603,26.92,Potato,2019,20.995,12.25416667,7.91,3.515,33.92,46.47,20.82,3.44
balrampur,2020-21,Rabi,1615,29.59,Potato,2020,20.445,11.86625,5.27,3.102083333,35.06,45.19,21.26,3.44
balrampur,2021-22,Rabi,2000,27.1,Potato,2021,21.24,12.87875,10.84,5.55625,33.48,44.86,22.55,4.33
banda, 2004-05,Rabi,132,22.38,Potato,2004,19.29,10.81666667,7.91,2.196666667,34.91,46.9,21.81,4.37
