District,Year,Season,Area (Hectare),Yield (Tonnes/Hectare),Crop,Start_Year,Humidity_Sowing,Humidity_Full,Rainfall_Sowing,Rainfall_Full,Max_Temperature_Sowing,Max_Temperature_Full,Min_Temperature_Sowing,Min_Temperature_Full
aligarh, 2010-11,Kharif,64485,2.04,Rice,2010,8.45,17.028,0.0,5.274,48.02,42.0,26.5,7.9
aligarh, 2011-12,Kharif,70307,2.2,Rice,2011,12.055,16.748,2.635,4.218,46.18,37.16,25.85,9.88
aligarh, 2012-13,Kharif,85311,2.46,Rice,2012,7.54,15.126,0.0,4.218,48.19,46.48,22.96,8.01
aligarh, 2013-14,Kharif,87525,2.24,Rice,2013,11.2,16.896,2.635,6.328,47.65,36.66,23.66,8.23
aligarh, 2014-15,Kharif,90420,2.23,Rice,2014,8.975,12.928,0.0,3.162,48.9,44.29,25.09,9.98
aligarh, 2015-16,Kharif,87723,2.35,Rice,2015,9.095,13.88,2.635,3.162,47.24,40.42,24.28,11.2
aligarh, 2016-17,Kharif,79388,2.54,Rice,2016,11.685,15.442,0.0,4.218,46.59,39.23,25.01,9.97
aligarh, 2017-18,Kharif,83454,2.67,Rice,2017,10.775,14.89,0.0,3.162,47.23,37.51,24.23,8.53
aligarh, 2018-19,Kharif,95680,2.41,Rice,2018,10.5,16.43,0.0,6.328,46.95,41.67,23.74,10.62
aligarh, 2019-20,Kharif,91823,2.61,Rice,2019,9.22,16.698,0.0,4.218,47.94,42.57,23.5,12.38
aligarh, 2019-20,Summer,935,2.61,Rice,2019,9.22,16.698,0.0,4.218,47.94,42.57,23.5,12.38
aligarh,2020-21,Kharif,83341,2.63,Rice,2020,12.575,14.344,0.0,2.108,47.64,39.68,22.65,9.29
aligarh,2021-22,Kharif,88227,2.49,Rice,2021,13.185,16.372,3.095,4.066,43.83,43.61,22.19,8.51
allahabad, 2004-05,Kharif,162912,1.79,Rice,2004,12.145,14.858,2.635,3.162,47.53,42.05,22.78,12.97
allahabad, 2005-06,Kharif,187745,2.02,Rice,2005,8.97,16.406,2.635,4.218,48.58,37.37,22.65,10.74
allahabad, 2006-07,Kharif,162136,2.12,Rice,2006,12.45,15.2,0.0,2.11,47.08,40.69,25.77,10.19
allahabad, 2007-08,Kharif,165636,2.15,Rice,2007,12.205,15.66,0.0,3.162,48.28,39.83,26.83,11.99
allahabad, 2008-09,Kharif,185494,2.44,Rice,2008,13.765,17.554,5.275,5.274,45.65,33.73,25.12,9.53
allahabad, 2009-10,Kharif,105361,2.17,Rice,2009,9.55,15.636,0.0,2.108,46.88,39.98,26.25,9.44
allahabad, 2010-11,Kharif,141316,2.33,Rice,2010,9.645,16.566,0.0,3.162,47.71,43.12,26.77,12.08
allahabad, 2011-12,Kharif,155232,2.56,Rice,2011,12.54,17.368,5.275,4.218,46.55,35.15,25.72,10.82
allahabad, 2012-13,Kharif,148937,2.87,Rice,2012,8.305,16.746,0.0,5.274,48.8,46.29,23.98,8.83
allahabad, 2013-14,Kharif,159525,2.64,Rice,2013,11.595,17.38,5.275,4.218,48.28,34.61,24.29,9.09
allahabad, 2014-15,Kharif,149419,2.1,Rice,2014,9.855,15.138,0.0,4.216,49.4,43.01,26.53,10.6
allahabad, 2015-16,Kharif,146462,1.83,Rice,2015,10.105,14.636,2.635,2.108,48.32,41.24,24.58,14.26
allahabad, 2016-17,Kharif,166477,2.76,Rice,2016,11.995,17.236,0.0,6.328,47.05,42.22,26.05,10.31
allahabad, 2017-18,Kharif,167118,2.74,Rice,2017,10.925,16.542,2.635,3.164,48.87,37.45,25.51,9.9
allahabad, 2018-19,Kharif,154505,3.12,Rice,2018,11.505,16.636,0.0,5.274,47.81,42.23,25.07,11.94
allahabad, 2019-20,Kharif,154773,3.12,Rice,2019,9.705,17.968,0.0,6.33,48.44,39.89,25.23,12.49
allahabad,2020-21,Kharif,157847,3.14,Rice,2020,13.945,16.884,5.275,3.162,48.29,35.32,23.25,10.15
allahabad,2021-22,Kharif,155939,2.98,Rice,2021,14.86,17.224,4.95,4.298,43.2,39.17,24.02,10.88
ambedkar nagar, 2004-05,Kharif,116438,2.01,Rice,2004,12.755,15.21,2.635,2.108,47.44,39.59,20.56,12.46
ambedkar nagar, 2005-06,Kharif,114474,2.38,Rice,2005,9.215,16.712,2.635,4.218,47.98,39.01,21.88,8.65
ambedkar nagar, 2006-07,Kharif,113782,1.8,Rice,2006,14.16,15.956,2.635,3.164,45.44,39.62,24.93,8.53
ambedkar nagar, 2007-08,Kharif,113450,2.55,Rice,2007,12.97,16.712,0.0,4.218,46.89,41.15,25.71,10.85
ambedkar nagar, 2008-09,Kharif,132870,2.7,Rice,2008,14.19,17.872,5.275,6.328,44.66,33.43,24.69,9.07
ambedkar nagar, 2009-10,Kharif,111508,2.59,Rice,2009,10.83,16.554,0.0,4.218,46.52,38.9,24.21,8.68
ambedkar nagar, 2010-11,Kharif,113002,2.64,Rice,2010,11.075,17.454,0.0,4.218,47.26,43.25,25.92,10.66
ambedkar nagar, 2011-12,Kharif,116323,2.69,Rice,2011,13.065,17.526,2.635,5.274,45.48,34.62,25.4,10.69
ambedkar nagar, 2012-13,Kharif,115800,2.76,Rice,2012,7.965,16.712,0.0,6.33,48.61,43.98,24.08,7.44
ambedkar nagar, 2013-14,Kharif,115279,2.73,Rice,2013,12.085,17.372,5.275,4.216,46.07,33.87,24.89,9.19
ambedkar nagar, 2014-15,Kharif,118607,2.45,Rice,2014,10.53,15.65,2.635,4.216,48.53,41.69,25.36,9.34
ambedkar nagar, 2015-16,Kharif,112181,2.11,Rice,2015,10.07,14.514,2.635,2.108,48.49,41.18,23.24,14.51
ambedkar nagar, 2016-17,Kharif,116358,2.54,Rice,2016,12.94,17.186,2.635,4.218,47.08,37.19,26.08,9.38
ambedkar nagar, 2017-18,Kharif,118326,3.21,Rice,2017,11.965,17.566,2.635,6.328,47.74,34.95,24.47,8.71
ambedkar nagar, 2018-19,Kharif,118618,3.03,Rice,2018,12.605,17.042,2.635,6.328,46.76,39.62,24.23,11.07
ambedkar nagar, 2019-20,Kharif,114525,3.07,Rice,2019,10.1,18.142,0.0,6.328,47.92,41.09,24.73,12.04
ambedkar nagar,2020-21,Kharif,115918,3.03,Rice,2020,14.315,16.822,2.635,4.218,47.75,35.1,22.55,9.34
ambedkar nagar,2021-22,Kharif,127900,2.75,Rice,2021,15.685,18.092,6.075,5.808,42.48,37.76,21.81,8.88
amethi, 2010-11,Kharif,113314,2.09,Rice,2010,9.765,16.822,0.0,3.162,47.47,43.39,26.6,10.69
amethi, 2011-12,Kharif,122203,2.23,Rice,2011,12.48,17.308,2.635,4.218,46.31,35.02,25.7,9.99
amethi, 2012-13,Kharif,118227,2.61,Rice,2012,7.935,16.578,0.0,6.33,48.73,45.8,23.33,7.74
amethi, 2013-14,Kharif,123251,2.27,Rice,2013,11.595,17.308,5.275,3.162,47.64,35.11,24.57,8.65
amethi, 2014-15,Kharif,97395,1.52,Rice,2014,9.825,14.892,0.0,4.216,49.37,42.44,26.3,9.44
amethi, 2015-16,Kharif,92511,1.97,Rice,2015,9.675,14.076,2.635,2.108,48.43,41.63,23.69,14.63
amethi, 2016-17,Kharif,116456,2.33,Rice,2016,12.205,16.966,0.0,5.274,47.06,40.79,25.82,9.82
amethi, 2017-18,Kharif,113979,2.43,Rice,2017,10.955,16.784,0.0,3.164,48.74,35.37,25.06,8.98
amethi, 2018-19,Kharif,121428,2.76,Rice,2018,11.565,16.834,0.0,5.274,47.45,42.0,25.36,10.46
amethi, 2019-20,Kharif,118349,2.74,Rice,2019,9.705,17.92,0.0,5.274,47.92,41.44,25.12,12.65
amethi, 2019-20,Summer,670,2.73,Rice,2019,9.705,17.92,0.0,5.274,47.92,41.44,25.12,12.65
amethi,2020-21,Kharif,119311,2.67,Rice,2020,13.735,16.676,5.275,3.162,48.22,35.06,22.6,9.49
amethi,2021-22,Kharif,119900,2.41,Rice,2021,14.71,17.444,4.655,4.862,42.6,39.79,23.42,9.58
amroha, 2004-05,Kharif,26017,2.29,Rice,2004,11.38,14.002,2.635,2.108,46.5,43.89,17.51,11.32
amroha, 2005-06,Kharif,21783,2.12,Rice,2005,8.33,14.868,2.635,5.274,48.65,40.59,22.65,7.44
amroha, 2006-07,Kharif,23621,2.06,Rice,2006,11.75,14.648,2.635,4.218,46.05,42.08,24.89,7.54
amroha, 2007-08,Kharif,21178,2.21,Rice,2007,12.055,14.916,2.635,4.218,48.96,40.07,24.93,9.5
amroha, 2008-09,Kharif,31620,1.97,Rice,2008,13.855,16.624,2.635,5.274,45.01,38.43,22.83,7.07
amroha, 2008-09,Summer,1,2.0,Rice,2008,13.855,16.624,2.635,5.274,45.01,38.43,22.83,7.07
amroha, 2009-10,Kharif,26586,2.03,Rice,2009,8.39,15.002,0.0,4.218,47.26,43.3,24.5,6.55
amroha, 2009-10,Summer,1,2.0,Rice,2009,8.39,15.002,0.0,4.218,47.26,43.3,24.5,6.55
amroha, 2010-11,Kharif,24355,1.94,Rice,2010,7.84,17.054,0.0,6.33,48.36,42.4,25.85,6.44
amroha, 2011-12,Kharif,28429,2.02,Rice,2011,12.205,16.65,2.635,4.218,46.94,37.24,24.69,8.43
amroha, 2012-13,Kharif,22530,1.82,Rice,2012,7.51,14.464,0.0,4.218,48.0,46.52,21.74,7.57
amroha, 2013-14,Kharif,28126,2.1,Rice,2013,10.805,16.382,5.275,5.274,48.19,37.23,21.98,7.47
amroha, 2013-14,Summer,2,2.0,Rice,2013,10.805,16.382,5.275,5.274,48.19,37.23,21.98,7.47
amroha, 2014-15,Kharif,23134,2.66,Rice,2014,9.275,12.498,0.0,2.108,48.26,44.35,22.61,8.99
amroha, 2014-15,Summer,13,2.62,Rice,2014,9.275,12.498,0.0,2.108,48.26,44.35,22.61,8.99
amroha, 2015-16,Kharif,23721,2.26,Rice,2015,8.975,13.06,0.0,2.108,46.62,41.72,22.55,11.06
amroha, 2015-16,Summer,22,2.27,Rice,2015,8.975,13.06,0.0,2.108,46.62,41.72,22.55,11.06
amroha, 2016-17,Kharif,26688,2.06,Rice,2016,11.05,13.95,0.0,3.164,46.3,40.43,23.9,10.28
amroha, 2017-18,Kharif,22202,2.14,Rice,2017,10.835,13.878,2.635,3.162,47.77,40.05,25.08,7.9
amroha, 2018-19,Kharif,27007,2.51,Rice,2018,10.405,15.712,0.0,4.218,46.73,42.56,23.43,9.31
amroha, 2019-20,Kharif,26952,2.55,Rice,2019,8.975,15.344,0.0,2.108,48.37,45.08,22.09,10.92
amroha,2020-21,Kharif,26974,2.81,Rice,2020,12.055,13.758,0.0,2.108,47.65,42.61,23.3,8.82
amroha,2021-22,Kharif,26894,2.76,Rice,2021,12.42,16.384,3.14,5.544,44.19,43.4,20.98,7.57
auraiya, 2004-05,Kharif,45897,2.82,Rice,2004,11.17,14.576,0.0,3.162,47.07,44.31,20.52,12.51
auraiya, 2005-06,Kharif,42877,2.52,Rice,2005,9.035,15.052,0.0,3.164,48.02,40.17,22.59,9.72
auraiya, 2006-07,Kharif,48919,2.77,Rice,2006,12.085,14.67,2.635,1.054,46.94,41.55,25.98,8.65
auraiya, 2007-08,Kharif,44161,2.74,Rice,2007,12.02,14.27,2.635,2.108,47.78,39.65,26.14,11.05
auraiya, 2008-09,Kharif,52031,3.07,Rice,2008,13.58,17.152,2.635,5.274,45.38,34.26,24.99,8.58
auraiya, 2009-10,Kharif,35567,2.82,Rice,2009,8.635,15.49,0.0,4.216,46.9,42.28,25.89,7.73
auraiya, 2010-11,Kharif,37124,2.68,Rice,2010,8.97,16.76,0.0,3.162,48.01,42.54,26.46,9.15
auraiya, 2011-12,Kharif,50179,2.9,Rice,2011,11.935,16.356,2.635,3.162,47.33,38.46,26.57,11.27
auraiya, 2012-13,Kharif,52566,3.13,Rice,2012,8.145,15.1,0.0,4.218,48.98,46.43,22.99,8.71
auraiya, 2013-14,Kharif,53582,3.29,Rice,2013,11.23,16.55,2.635,4.218,48.2,37.77,24.48,9.25
auraiya, 2014-15,Kharif,55752,3.16,Rice,2014,9.25,13.782,0.0,3.162,49.37,44.73,25.56,10.05
auraiya, 2015-16,Kharif,53479,2.82,Rice,2015,9.49,13.916,0.0,3.162,47.33,41.27,24.61,11.19
auraiya, 2016-17,Kharif,52248,3.06,Rice,2016,11.595,15.502,0.0,3.164,47.47,41.4,26.01,10.67
auraiya, 2017-18,Kharif,49897,2.97,Rice,2017,10.685,14.734,0.0,2.108,47.76,38.84,23.72,8.78
auraiya, 2018-19,Kharif,49084,3.09,Rice,2018,10.745,16.356,0.0,5.274,47.25,42.64,24.87,11.01
auraiya, 2019-20,Kharif,47087,3.5,Rice,2019,9.495,17.406,0.0,4.218,48.67,40.69,24.44,12.87
auraiya, 2019-20,Summer,3,3.67,Rice,2019,9.495,17.406,0.0,4.218,48.67,40.69,24.44,12.87
auraiya,2020-21,Kharif,30680,3.62,Rice,2020,12.145,14.942,0.0,2.108,47.44,39.72,23.64,9.58
auraiya,2021-22,Kharif,49592,3.4,Rice,2021,12.94,16.75,2.33,4.674,44.64,44.05,22.61,9.45
azamgarh, 2004-05,Kharif,212127,0.88,Rice,2004,12.88,15.05,2.635,2.108,47.32,40.23,20.72,12.73
azamgarh, 2005-06,Kharif,201562,1.75,Rice,2005,9.245,16.712,0.0,4.22,48.08,39.5,22.38,9.29
azamgarh, 2006-07,Kharif,207566,1.47,Rice,2006,14.435,16.236,2.635,4.218,45.09,39.15,24.79,9.19
azamgarh, 2007-08,Kharif,215737,1.93,Rice,2007,13.305,17.016,0.0,5.274,46.92,40.73,25.73,10.94
azamgarh, 2008-09,Kharif,213081,1.97,Rice,2008,14.22,17.932,5.275,6.328,44.35,33.8,24.83,9.1
azamgarh, 2009-10,Kharif,190222,1.75,Rice,2009,11.14,16.272,0.0,4.218,46.3,39.82,25.32,9.28
azamgarh, 2010-11,Kharif,203577,2.05,Rice,2010,11.445,17.578,0.0,4.218,46.94,42.45,26.69,11.37
azamgarh, 2010-11,Summer,1,2.0,Rice,2010,11.445,17.578,0.0,4.218,46.94,42.45,26.69,11.37
azamgarh, 2011-12,Kharif,210944,2.22,Rice,2011,13.49,17.528,2.635,4.218,45.5,34.94,25.58,10.12
azamgarh, 2011-12,Summer,1,2.0,Rice,2011,13.49,17.528,2.635,4.218,45.5,34.94,25.58,10.12
azamgarh, 2012-13,Kharif,210961,2.15,Rice,2012,8.485,16.372,0.0,5.274,48.64,42.7,24.16,8.88
azamgarh, 2012-13,Summer,1,2.0,Rice,2012,8.485,16.372,0.0,5.274,48.64,42.7,24.16,8.88
azamgarh, 2013-14,Kharif,217062,2.2,Rice,2013,12.295,17.162,5.275,4.216,46.12,34.19,24.48,9.92
azamgarh, 2014-15,Kharif,202341,1.98,Rice,2014,11.08,16.236,2.635,5.272,48.0,40.12,24.48,9.4
azamgarh, 2015-16,Kharif,207312,1.97,Rice,2015,10.345,15.028,2.635,3.164,48.68,41.28,24.78,14.51
azamgarh, 2016-17,Kharif,210850,2.25,Rice,2016,12.695,17.492,0.0,6.33,46.67,37.87,25.73,9.14
azamgarh, 2017-18,Kharif,216041,2.37,Rice,2017,12.025,17.516,0.0,4.218,48.02,35.53,24.62,9.1
azamgarh, 2018-19,Kharif,213970,2.46,Rice,2018,12.785,16.674,2.635,5.274,46.83,40.95,24.25,11.26
azamgarh, 2019-20,Kharif,212211,2.48,Rice,2019,10.19,18.14,0.0,6.328,48.2,40.7,25.23,12.26
azamgarh, 2019-20,Summer,243,2.48,Rice,2019,10.19,18.14,0.0,6.328,48.2,40.7,25.23,12.26
azamgarh,2020-21,Kharif,212305,2.41,Rice,2020,14.675,17.456,5.275,4.218,47.86,33.97,22.47,9.07
azamgarh,2021-22,Kharif,213390,2.39,Rice,2021,16.115,18.212,7.36,5.198,42.59,36.26,23.43,9.19
baghpat, 2004-05,Kharif,3230,2.62,Rice,2004,11.2,13.33,2.635,3.164,45.86,44.3,17.28,11.24
baghpat, 2005-06,Kharif,3010,2.47,Rice,2005,8.27,14.392,0.0,4.218,48.63,40.72,22.8,7.88
baghpat, 2006-07,Kharif,2637,2.6,Rice,2006,11.6,14.55,2.635,4.218,46.05,41.81,24.97,7.33
baghpat, 2007-08,Kharif,1866,3.02,Rice,2007,11.72,14.454,2.635,4.218,49.13,40.58,24.08,9.64
baghpat, 2008-09,Kharif,3279,2.32,Rice,2008,14.1,16.102,5.27,4.218,44.86,38.69,22.36,7.47
baghpat, 2009-10,Kharif,3646,2.72,Rice,2009,8.3,14.332,0.0,3.162,47.4,43.81,24.09,6.87
baghpat, 2010-11,Kharif,4575,2.35,Rice,2010,7.995,16.796,0.0,6.33,48.45,42.19,24.04,6.57
baghpat, 2011-12,Kharif,5108,2.8,Rice,2011,12.33,16.186,2.635,3.162,46.9,39.73,23.78,8.06
baghpat, 2012-13,Kharif,5088,3.04,Rice,2012,7.505,14.1,0.0,4.218,47.7,45.91,21.07,7.55
baghpat, 2013-14,Kharif,7931,3.04,Rice,2013,10.56,15.954,2.635,5.274,48.14,39.3,21.6,7.65
baghpat, 2014-15,Kharif,5792,2.51,Rice,2014,9.61,12.364,0.0,2.108,48.25,44.76,21.17,8.68
baghpat, 2015-16,Kharif,6362,2.75,Rice,2015,9.065,13.356,2.635,3.164,46.3,41.08,21.83,10.51
baghpat, 2016-17,Kharif,5375,2.59,Rice,2016,11.14,13.33,0.0,3.164,47.07,40.56,23.66,10.39
baghpat, 2017-18,Kharif,4223,2.79,Rice,2017,10.74,13.442,2.635,3.162,48.35,40.55,24.31,7.56
baghpat, 2018-19,Kharif,5866,2.85,Rice,2018,10.435,15.368,0.0,4.218,46.39,42.23,23.47,8.77
baghpat, 2019-20,Kharif,9586,3.08,Rice,2019,8.725,15.124,0.0,2.108,48.19,45.1,22.05,10.0
baghpat,2020-21,Kharif,5443,2.98,Rice,2020,11.96,13.892,0.0,3.164,47.31,42.61,22.66,8.48
baghpat,2021-22,Kharif,5052,2.89,Rice,2021,11.96,16.174,3.45,5.594,44.19,43.31,20.29,7.83
bahraich, 2004-05,Kharif,159114,1.83,Rice,2004,12.725,15.26,5.275,4.218,46.37,39.25,18.34,11.78
bahraich, 2005-06,Kharif,157629,1.88,Rice,2005,9.52,16.416,2.635,4.218,47.48,40.15,21.01,8.11
bahraich, 2006-07,Kharif,153920,1.66,Rice,2006,14.345,15.894,5.275,3.164,44.24,39.43,24.36,9.0
bahraich, 2006-07,Summer,7,1.71,Rice,2006,14.345,15.894,5.275,3.164,44.24,39.43,24.36,9.0
bahraich, 2007-08,Kharif,163515,1.85,Rice,2007,13.275,16.368,2.635,5.274,45.9,39.87,24.58,10.46
bahraich, 2008-09,Kharif,159350,1.96,Rice,2008,14.31,17.59,5.275,7.384,44.4,33.49,24.29,8.92
bahraich, 2009-10,Kharif,160636,2.01,Rice,2009,10.405,16.408,0.0,6.328,46.23,40.06,24.29,8.07
bahraich, 2010-11,Kharif,159111,2.07,Rice,2010,10.53,17.346,0.0,6.33,46.98,41.98,24.98,8.85
bahraich, 2011-12,Kharif,159686,2.21,Rice,2011,12.695,17.344,5.275,6.328,45.33,34.02,25.54,10.75
bahraich, 2012-13,Kharif,159182,2.39,Rice,2012,7.725,16.372,0.0,6.33,48.17,44.44,23.96,7.64
bahraich, 2013-14,Kharif,159025,2.36,Rice,2013,12.235,17.506,7.91,6.328,46.02,34.09,23.1,8.83
bahraich, 2014-15,Kharif,165249,2.22,Rice,2014,10.16,15.284,2.635,4.218,48.43,42.22,25.12,9.26
bahraich, 2015-16,Kharif,168151,1.89,Rice,2015,10.255,14.662,2.635,2.108,47.85,40.45,21.59,13.56
bahraich, 2016-17,Kharif,159187,2.26,Rice,2016,13.305,16.602,5.27,6.326,46.83,35.53,24.73,10.25
bahraich, 2017-18,Kharif,164735,2.54,Rice,2017,12.33,16.748,2.635,6.328,46.87,38.51,24.86,9.14
bahraich, 2018-19,Kharif,162206,2.61,Rice,2018,12.235,16.872,2.635,9.49,46.99,40.22,24.12,10.67
bahraich, 2019-20,Kharif,162178,2.67,Rice,2019,10.19,17.724,2.635,7.382,46.8,41.53,23.73,12.42
bahraich,2020-21,Kharif,162847,2.7,Rice,2020,14.315,15.894,5.275,4.218,46.09,37.26,22.31,9.61
bahraich,2021-22,Kharif,170957,2.33,Rice,2021,15.32,17.738,7.52,6.504,42.34,39.67,21.73,8.08
ballia, 2004-05,Kharif,120195,0.54,Rice,2004,13.395,15.98,2.635,2.108,47.05,38.81,20.78,12.8
ballia, 2005-06,Kharif,122495,1.46,Rice,2005,9.855,16.724,0.0,3.164,48.07,39.44,22.26,10.26
ballia, 2006-07,Kharif,119243,1.34,Rice,2006,15.32,17.174,2.635,4.218,44.96,38.71,24.44,10.22
ballia, 2007-08,Kharif,118660,1.85,Rice,2007,14.1,17.676,2.635,7.384,45.55,38.26,26.33,11.69
ballia, 2008-09,Kharif,123485,1.96,Rice,2008,15.105,18.032,7.91,5.274,43.81,33.95,25.02,9.54
ballia, 2009-10,Kharif,82351,1.09,Rice,2009,12.295,16.31,0.0,4.218,46.04,40.16,24.83,9.55
ballia, 2010-11,Kharif,108568,1.91,Rice,2010,12.725,17.358,0.0,4.218,46.53,41.39,25.83,12.29
ballia, 2011-12,Kharif,117098,2.54,Rice,2011,14.5,17.542,5.275,4.218,45.31,35.38,25.64,11.4
ballia, 2012-13,Kharif,112168,2.18,Rice,2012,9.825,16.324,0.0,5.274,48.06,40.83,24.65,8.66
ballia, 2013-14,Kharif,118000,2.22,Rice,2013,13.125,16.858,5.27,3.162,45.98,37.57,23.26,10.45
ballia, 2014-15,Kharif,122464,2.06,Rice,2014,12.425,16.954,0.0,4.218,46.39,38.27,23.9,9.59
ballia, 2015-16,Kharif,115763,1.69,Rice,2015,11.385,16.186,2.635,3.164,48.24,40.94,25.79,14.23
ballia, 2016-17,Kharif,115908,2.39,Rice,2016,13.065,17.578,0.0,5.274,46.37,37.94,25.13,10.13
ballia, 2017-18,Kharif,115681,2.5,Rice,2017,13.06,17.348,0.0,4.22,47.24,36.81,25.37,9.9
ballia, 2017-18,Summer,189,2.5,Rice,2017,13.06,17.348,0.0,4.22,47.24,36.81,25.37,9.9
ballia, 2018-19,Kharif,117147,2.49,Rice,2018,13.855,16.15,0.0,3.162,46.05,41.78,24.3,12.27
ballia, 2019-20,Kharif,117384,2.84,Rice,2019,10.865,17.968,0.0,5.274,48.31,40.33,24.39,12.77
ballia,2020-21,Kharif,116409,2.55,Rice,2020,14.83,18.102,5.275,4.218,48.01,34.23,22.64,9.14
ballia,2021-22,Kharif,117814,2.56,Rice,2021,16.295,18.336,7.52,4.666,43.83,35.26,24.48,10.08
balrampur, 2004-05,Kharif,110144,1.57,Rice,2004,12.635,15.22,2.635,4.218,46.51,38.44,18.47,12.14
balrampur, 2005-06,Kharif,98272,1.96,Rice,2005,9.4,16.296,2.635,4.218,47.44,39.44,20.66,9.46
balrampur, 2006-07,Kharif,122512,1.82,Rice,2006,14.25,15.856,2.635,3.164,44.13,39.02,24.03,8.55
balrampur, 2007-08,Kharif,100608,2.04,Rice,2007,13.275,16.308,2.635,5.274,45.04,39.86,24.37,11.64
balrampur, 2008-09,Kharif,108039,2.63,Rice,2008,14.19,17.542,5.275,7.384,44.16,33.93,24.18,9.62
balrampur, 2009-10,Kharif,101195,1.77,Rice,2009,10.495,16.296,0.0,6.328,45.9,40.44,23.59,8.62
balrampur, 2010-11,Kharif,105641,2.18,Rice,2010,10.775,17.176,0.0,5.274,46.53,42.08,24.71,9.54
balrampur, 2011-12,Kharif,107106,2.2,Rice,2011,12.54,17.274,5.275,6.328,45.08,33.85,25.19,10.97
balrampur, 2012-13,Kharif,106533,2.32,Rice,2012,7.66,16.43,0.0,6.33,48.25,43.99,24.21,7.65
balrampur, 2013-14,Kharif,105387,2.21,Rice,2013,12.175,17.42,7.91,6.328,45.62,34.34,22.35,9.85
balrampur, 2014-15,Kharif,108030,1.83,Rice,2014,10.16,15.492,0.0,4.218,47.73,42.37,25.55,9.52
